"name","dept","area","count","adjustedcount","year"
Gérard G. Medioni,University of Southern California,robotics,1.0,0.5,1986
Joshua R. Smith,University of Washington,robotics,1.0,0.5,2013
Mubbasir Kapadia,Rutgers University,robotics,2.0,0.583333333333,2014
Norman I. Badler,University of Pennsylvania,robotics,2.0,0.583333333333,2014
Alfredo Weitzenfeld,University of South Florida,robotics,1.0,0.25,2010
Stephen Cameron,University of Oxford,robotics,1.0,0.5,1988
Matthias Althoff,TU Munich,robotics,3.0,1.33333333333,2015
Richard T. Vaughan,Simon Fraser University,robotics,2.0,1.0,2006
Karon E. MacLean,University of British Columbia,robotics,1.0,0.333333333333,2004
Martial Hebert,Carnegie Mellon University,robotics,1.0,1.0,1986
Holly A. Yanco,University of Massachusetts Lowell,robotics,1.0,0.25,2004
Franco P. Preparata,Brown University,robotics,1.0,0.25,1992
Kristofer S. J. Pister,University of California - Berkeley,robotics,1.0,0.5,2007
Howie Choset,Carnegie Mellon University,robotics,8.0,2.22619047619,2003
Mongi A. Abidi,University of Tennessee,robotics,1.0,0.333333333333,1993
Sonia Chernova,Georgia Institute of Technology,robotics,2.0,0.458333333333,2015
Yong-Lae Park,Carnegie Mellon University,robotics,1.0,0.125,2013
Zack J. Butler,Rochester Institute of Technology,robotics,1.0,1.0,2006
Arvin Agah,University of Kansas,robotics,1.0,0.0666666666667,2010
Russell H. Taylor,Johns Hopkins University,robotics,3.0,0.616666666667,2015
Oskar von Stryk,TU Darmstadt,robotics,1.0,0.25,2003
Karthik Dantu,University at Buffalo,robotics,1.0,0.333333333333,2009
Ross A. Knepper,Cornell University,robotics,1.0,0.5,2009
Matthew T. Mason,Carnegie Mellon University,robotics,1.0,0.5,2009
Laurent Kneip,Australian National University,robotics,2.0,0.583333333333,2013
Daniel E. Koditschek,University of Pennsylvania,robotics,1.0,1.0,1987
Heni Ben Amor,Arizona State University,robotics,2.0,0.4,2014
Gregory D. Hager,Johns Hopkins University,robotics,6.0,1.36666666667,2016
Gregory S. Fischer,Worcester Polytechnic Institute,robotics,1.0,0.125,2008
Gabor Fichtinger,Queen’s University,robotics,1.0,0.125,2008
Nikolaos Papanikolopoulos,University of Minnesota,robotics,7.0,2.35119047619,2016
Camillo J. Taylor,University of Pennsylvania,robotics,6.0,1.83333333333,2003
Gregory D. Hager,Johns Hopkins University,robotics,2.0,0.583333333333,1996
Albert Y. Zomaya,University of Sydney,robotics,1.0,0.333333333333,1992
Eleni Stroulia,University of Alberta,robotics,1.0,0.333333333333,1997
Oussama Khatib,Stanford University,robotics,2.0,0.666666666667,1996
Illah R. Nourbakhsh,Carnegie Mellon University,robotics,4.0,1.66666666667,2002
Daniel E. Koditschek,University of Pennsylvania,robotics,2.0,0.833333333333,1992
Ruzena Bajcsy,University of California - Berkeley,robotics,1.0,0.5,2003
Huaping Liu,Oregon State University,robotics,2.0,0.75,2009
Takeo Kanade,Carnegie Mellon University,robotics,2.0,0.833333333333,1996
John F. Canny,University of California - Berkeley,robotics,1.0,1.0,1985
Peter Stone,University of Texas at Austin,robotics,1.0,0.5,2006
Tucker R. Balch,Georgia Institute of Technology,robotics,2.0,0.75,2009
Harry Wechsler,George Mason University,robotics,1.0,0.5,1984
Dan Halperin,Tel Aviv University,robotics,2.0,0.7,1995
Takeo Kanade,Carnegie Mellon University,robotics,3.0,1.33333333333,1994
Hong Zhang,University of Alberta,robotics,3.0,1.33333333333,2014
Robert E. Mahony,Australian National University,robotics,1.0,0.333333333333,2016
Kang G. Shin,University of Michigan,robotics,1.0,0.5,1993
Andrew J. Davison,Imperial College London,robotics,1.0,0.25,2014
Carrick Detweiler,University of Nebraska,robotics,1.0,0.166666666667,2007
Srinivasan Seshan,Carnegie Mellon University,robotics,2.0,0.45,2015
Dan Halperin,Tel Aviv University,robotics,1.0,0.333333333333,1993
George C. Verghese,Massachusetts Institute of Technology,robotics,1.0,0.333333333333,1989
Sven Koenig,University of Southern California,robotics,1.0,0.5,1996
Gabe Sibley,University of Colorado Boulder,robotics,2.0,0.666666666667,2016
David J. Kriegman,University of California - San Diego,robotics,1.0,0.2,1985
Mongi A. Abidi,University of Tennessee,robotics,1.0,0.333333333333,2008
Christopher G. Atkeson,Carnegie Mellon University,robotics,3.0,0.833333333333,2014
Stefanie Tellex,Brown University,robotics,1.0,0.25,2016
Berthold K. P. Horn,Massachusetts Institute of Technology,robotics,1.0,0.5,1986
Gabe Sibley,University of Colorado Boulder,robotics,1.0,0.5,2014
Kian Hsiang Low,National University of Singapore,robotics,1.0,0.25,2005
Seth Copen Goldstein,Carnegie Mellon University,robotics,5.0,1.00952380952,2007
Gregory S. Fischer,Worcester Polytechnic Institute,robotics,1.0,0.142857142857,2010
Cynthia Matuszek,University of Maryland - Baltimore County,robotics,1.0,0.1,2011
Joshua R. Smith,University of Washington,robotics,1.0,0.1,2011
David J. Kriegman,University of California - San Diego,robotics,1.0,1.0,1994
Ramesh Jain,University of California - Irvine,robotics,1.0,0.333333333333,1985
Richard T. Vaughan,Simon Fraser University,robotics,2.0,0.533333333333,2014
Claire Tomlin,University of California - Berkeley,robotics,1.0,0.333333333333,2009
Jyh-Ming Lien,George Mason University,robotics,1.0,0.2,2004
Ron Alterovitz,University of North Carolina,robotics,3.0,1.16666666667,2012
Howie Choset,Carnegie Mellon University,robotics,8.0,1.82063492063,2007
Evan Drumwright,George Washington University,robotics,1.0,1.0,2010
Matthew T. Mason,Carnegie Mellon University,robotics,1.0,0.5,1986
Ehud Rivlin,Technion - Israel Institute of Technology,robotics,3.0,1.0,1999
Francesco Amigoni,Polytechnic University of Milan,robotics,1.0,0.5,2012
Yadati Narahari,IISc Bangalore,robotics,1.0,0.333333333333,2002
Steven M. LaValle,University of Illinois at Urbana-Champaign,robotics,2.0,1.0,1996
Laurent Itti,University of Southern California,robotics,2.0,0.666666666667,2012
Jana Kosecka,George Mason University,robotics,1.0,0.5,2014
Francesco Amigoni,Polytechnic University of Milan,robotics,1.0,0.5,2011
Ronald S. Fearing,University of California - Berkeley,robotics,1.0,0.5,1995
Kang G. Shin,University of Michigan,robotics,1.0,0.5,1995
Dieter Fox,University of Washington,robotics,2.0,0.7,2016
James Davis,University of California - Santa Cruz,robotics,1.0,0.5,2003
Leonidas J. Guibas,Stanford University,robotics,1.0,0.2,1995
Nils Napp,University at Buffalo,robotics,1.0,0.5,2011
Deborah Estrin,Cornell University,robotics,1.0,0.2,2003
Gérard G. Medioni,University of Southern California,robotics,1.0,0.333333333333,1988
Ramakant Nevatia,University of Southern California,robotics,1.0,0.333333333333,1988
Stergios I. Roumeliotis,University of Minnesota,robotics,3.0,1.08333333333,2003
Jian Huang,University of Tennessee,robotics,1.0,0.333333333333,2013
Andrew Calway,University of Bristol,robotics,3.0,1.08333333333,2012
Larry S. Davis,University of Maryland - College Park,robotics,1.0,0.5,2008
Oskar von Stryk,TU Darmstadt,robotics,1.0,0.333333333333,2016
Edwin B. Olson,University of Michigan,robotics,1.0,1.0,2009
Byron Boots,Georgia Institute of Technology,robotics,2.0,0.583333333333,2014
Jizhong Xiao,CUNY,robotics,4.0,1.08333333333,2011
Robin R. Murphy,Texas A&M University,robotics,1.0,1.0,1993
Michael A. Erdmann,Carnegie Mellon University,robotics,1.0,1.0,1985
Sinisa Todorovic,Oregon State University,robotics,1.0,0.5,2004
Roderic A. Grupen,University of Massachusetts Amherst,robotics,2.0,0.833333333333,1995
Zhibin Li,University of Edinburgh,robotics,4.0,0.759523809524,2015
Robin R. Murphy,Texas A&M University,robotics,2.0,0.5,2005
Nancy M. Amato,Texas A&M University,robotics,8.0,1.94166666667,2013
Sushil J. Louis,University of Nevada,robotics,1.0,0.333333333333,2012
Roderic A. Grupen,University of Massachusetts Amherst,robotics,1.0,0.5,1998
Michael A. Erdmann,Carnegie Mellon University,robotics,1.0,0.5,2000
Emanuel Todorov,University of Washington,robotics,3.0,0.809523809524,2015
Surya P. N. Singh,University of Queensland,robotics,2.0,0.583333333333,2006
Ross A. Knepper,Cornell University,robotics,1.0,0.333333333333,2010
Jur P. van den Berg,University of Utah,robotics,1.0,0.5,2014
Simha Sethumadhavan,Columbia University,robotics,1.0,0.2,2016
Peter K. Allen,Columbia University,robotics,2.0,0.366666666667,2016
Anil K. Jain,Michigan State University,robotics,1.0,0.5,1994
Odest Chadwicke Jenkins,University of Michigan,robotics,2.0,1.0,2008
Illah R. Nourbakhsh,Carnegie Mellon University,robotics,1.0,0.25,2013
Gregory D. Hager,Johns Hopkins University,robotics,3.0,1.16666666667,1994
Carl Henrik Ek,University of Bristol,robotics,2.0,0.416666666667,2016
Katherine J. Kuchenbecker,University of Pennsylvania,robotics,2.0,1.0,2009
Maria L. Gini,University of Minnesota,robotics,1.0,0.0625,2000
Nancy M. Amato,Texas A&M University,robotics,4.0,1.25,2000
Surya P. N. Singh,University of Queensland,robotics,2.0,0.833333333333,2007
Jeffrey C. Trinkle,Rensselaer Polytechnic Institute,robotics,1.0,0.333333333333,1999
Martial Hebert,Carnegie Mellon University,robotics,5.0,2.16666666667,2003
Marsette Vona,Northeastern University,robotics,1.0,0.5,1999
Anca D. Dragan,University of California - Berkeley,robotics,1.0,0.25,2015
Lydia E. Kavraki,Rice University,robotics,1.0,0.333333333333,1998
Joe D. Warren,Rice University,robotics,1.0,0.333333333333,1998
David J. Kriegman,University of California - San Diego,robotics,1.0,0.5,1988
Fatih Porikli,Australian National University,robotics,1.0,0.333333333333,2010
Nikolaos Papanikolopoulos,University of Minnesota,robotics,1.0,0.333333333333,2010
Mongi A. Abidi,University of Tennessee,robotics,1.0,0.25,2006
David J. Kriegman,University of California - San Diego,robotics,1.0,0.333333333333,1995
Ronald Parr,Duke University,robotics,1.0,0.5,2004
Dana H. Ballard,University of Texas at Austin,robotics,1.0,0.5,1995
Ronald S. Fearing,University of California - Berkeley,robotics,1.0,0.5,1992
Jian Huang,University of Tennessee,robotics,2.0,0.392857142857,2015
Robert E. Mahony,Australian National University,robotics,1.0,0.5,2004
Ramesh Jain,University of California - Irvine,robotics,1.0,0.5,1989
J. Andrew Bagnell,Carnegie Mellon University,robotics,1.0,0.5,2001
Lydia E. Kavraki,Rice University,robotics,3.0,0.916666666667,2013
Mohammed Bennamoun,University of Western Australia,robotics,1.0,0.333333333333,2016
Claude Sammut,UNSW,robotics,2.0,0.533333333333,2011
James M. Rehg,Georgia Institute of Technology,robotics,1.0,0.2,2016
Gregory S. Fischer,Worcester Polytechnic Institute,robotics,1.0,0.2,2004
Daphne Koller,Stanford University,robotics,1.0,0.25,2010
Daniela Rus,Massachusetts Institute of Technology,robotics,1.0,1.0,1992
Anoop Cherian,Australian National University,robotics,2.0,0.533333333333,2009
Christopher G. Atkeson,Carnegie Mellon University,robotics,2.0,1.0,1997
Stefan Schaal,University of Southern California,robotics,1.0,0.5,1997
Erik D. Demaine,Massachusetts Institute of Technology,robotics,1.0,0.2,2015
Devin J. Balkcom,Dartmouth College,robotics,1.0,0.25,2014
Jur van den Berg,University of Utah,robotics,2.0,0.47619047619,2015
Martial Hebert,Carnegie Mellon University,robotics,5.0,1.95833333333,1998
Eric Van Wyk,University of Minnesota,robotics,1.0,0.333333333333,2012
Maria L. Gini,University of Minnesota,robotics,1.0,0.333333333333,2012
Eric Paulos,University of California - Berkeley,robotics,1.0,0.5,1996
Zachary Tatlock,University of Washington,robotics,1.0,0.333333333333,2015
Camillo J. Taylor,University of Pennsylvania,robotics,1.0,0.5,1992
David J. Kriegman,University of California - San Diego,robotics,1.0,0.5,1992
Leslie Pack Kaelbling,Massachusetts Institute of Technology,robotics,1.0,0.5,2002
Carl Henrik Ek,University of Bristol,robotics,5.0,1.15,2013
Georgios E. Fainekos,Arizona State University,robotics,2.0,0.666666666667,2007
Stephen Cameron,University of Oxford,robotics,1.0,0.5,1993
Michael S. Branicky,University of Kansas,robotics,2.0,1.0,2011
Wynne Hsu,National University of Singapore,robotics,1.0,0.333333333333,1992
Kenneth Y. Goldberg,University of California - Berkeley,robotics,1.0,0.2,1998
Ming C. Lin,University of North Carolina,robotics,2.0,0.533333333333,2010
Kostas E. Bekris,Rutgers University,robotics,3.0,1.33333333333,2013
Peter Stone,University of Texas at Austin,robotics,3.0,1.33333333333,2005
Yang Liu,University of Texas at Dallas,robotics,2.0,1.0,2012
Hong Zhang,University of Alberta,robotics,2.0,1.0,2012
Russell H. Taylor,Johns Hopkins University,robotics,1.0,0.166666666667,2009
Anup Basu,University of Alberta,robotics,2.0,0.833333333333,1992
Peter Kazanzides,Johns Hopkins University,robotics,2.0,0.47619047619,2006
Gregory D. Hager,Johns Hopkins University,robotics,1.0,0.142857142857,2006
Dezhen Song,Texas A&M University,robotics,1.0,0.25,2008
Jessica K. Hodgins,Carnegie Mellon University,robotics,2.0,0.75,2014
Carrick Detweiler,University of Nebraska,robotics,1.0,0.25,2006
Marsette Vona,Northeastern University,robotics,1.0,0.25,2006
Michael Rubenstein,Northwestern University,robotics,2.0,0.583333333333,2004
Elliot Anshelevich,Rensselaer Polytechnic Institute,robotics,1.0,0.25,2000
Scott Owens,University of Kent,robotics,1.0,0.25,2000
Steven M. LaValle,University of Illinois at Urbana-Champaign,robotics,3.0,1.33333333333,1999
Xiaolei Hou,Australian National University,robotics,1.0,0.5,2014
Vijay Kumar 0001,University of Pennsylvania,robotics,2.0,0.833333333333,1993
Randy E. Ellis,Queen’s University,robotics,1.0,1.0,1989
Russell H. Taylor,Johns Hopkins University,robotics,3.0,0.47619047619,2016
Davide Scaramuzza,University of Zurich,robotics,1.0,0.333333333333,2005
Darius Burschka,TU Munich,robotics,1.0,0.5,2005
Gregory D. Hager,Johns Hopkins University,robotics,1.0,0.5,2005
Ronald S. Fearing,University of California - Berkeley,robotics,1.0,0.5,1996
Martial Hebert,Carnegie Mellon University,robotics,2.0,0.583333333333,2011
Gal A. Kaminka,Bar-Ilan University,robotics,2.0,0.833333333333,2007
Rajiv Gupta,University of California - Riverside,robotics,1.0,0.166666666667,1995
Richard I. Hartley,Australian National University,robotics,1.0,0.166666666667,1995
J. Zico Kolter,Carnegie Mellon University,robotics,1.0,0.2,2010
Stergios I. Roumeliotis,University of Minnesota,robotics,2.0,0.666666666667,2008
Lynne E. Parker,University of Tennessee,robotics,2.0,0.583333333333,2004
Dinesh K. Pai,University of British Columbia,robotics,1.0,0.25,1997
Martin Jägersand,University of Alberta,robotics,1.0,0.25,2016
Manuela M. Veloso,Carnegie Mellon University,robotics,4.0,2.0,2010
Steve Goddard,University of Nebraska,robotics,1.0,0.25,2008
Richard T. Vaughan,Simon Fraser University,robotics,1.0,0.333333333333,2007
Martin Jägersand,University of Alberta,robotics,2.0,0.833333333333,2007
Daniel D. Lee,University of Pennsylvania,robotics,1.0,0.5,2006
Alberto Maria Segre,University of Iowa,robotics,1.0,0.5,1985
Gerald DeJong,University of Illinois at Urbana-Champaign,robotics,1.0,0.5,1985
Christoph H. Lampert,IST Austria,robotics,1.0,0.166666666667,2010
Bernhard Schölkopf,Max Planck Institute,robotics,1.0,0.166666666667,2010
B. John Oommen,Carleton University,robotics,1.0,0.5,1986
Yuan-Fang Wang,University of California - Santa Barbara,robotics,1.0,0.5,1987
Stephen Cameron,University of Oxford,robotics,1.0,0.5,1994
Oussama Khatib,Stanford University,robotics,5.0,1.17619047619,2011
Huan Liu,Arizona State University,robotics,1.0,0.333333333333,1989
George A. Bekey,University of Southern California,robotics,1.0,0.333333333333,1989
Hung Manh La,University of Nevada,robotics,1.0,0.25,2011
Deepak Kapur,University of New Mexico,robotics,1.0,0.25,1985
Dinesh K. Pai,University of British Columbia,robotics,1.0,0.5,1989
Anup Basu,University of Alberta,robotics,1.0,0.333333333333,1994
Hong Zhang,University of Alberta,robotics,3.0,1.33333333333,1994
Jan Peters 0001,TU Darmstadt,robotics,3.0,1.33333333333,2008
Siddhartha S. Srinivasa,University of Washington,robotics,1.0,0.25,2007
Nancy S. Pollard,Carnegie Mellon University,robotics,2.0,0.5,2007
Gerd Hirzinger,TU Munich,robotics,1.0,0.5,1985
Laurent Kneip,Australian National University,robotics,1.0,0.25,2009
Dylan A. Shell,Texas A&M University,robotics,1.0,0.5,2004
Aaron F. Bobick,Georgia Institute of Technology,robotics,1.0,0.25,2014
Stephen Marsland,Massey University,robotics,1.0,0.25,2002
Rajesh P. N. Rao,University of Washington,robotics,1.0,0.166666666667,2005
Peter K. Allen,Columbia University,robotics,4.0,1.41666666667,2007
John H. Reif,Duke University,robotics,2.0,0.75,2003
S. Shankar Sastry,University of California - Berkeley,robotics,1.0,0.333333333333,1986
Maja J. Mataric,University of Southern California,robotics,1.0,0.333333333333,2007
Jeffrey C. Trinkle,Rensselaer Polytechnic Institute,robotics,1.0,0.333333333333,2013
David Liu,University of Toronto,robotics,2.0,0.833333333333,2001
Gregory S. Fischer,Worcester Polytechnic Institute,robotics,2.0,0.392857142857,2013
Hung Manh La,University of Nevada,robotics,1.0,0.5,2010
Aristides A. G. Requicha,University of Southern California,robotics,1.0,0.5,2000
Kang Li,University of Georgia,robotics,1.0,0.333333333333,2010
Howie Choset,Carnegie Mellon University,robotics,1.0,0.5,1994
Alois Knoll,TU Munich,robotics,8.0,2.01666666667,2015
Dinesh K. Pai,University of British Columbia,robotics,1.0,0.5,1986
Andrew P. Paplinski,Monash University,robotics,1.0,0.333333333333,2005
Srinivasan Seshan,Carnegie Mellon University,robotics,1.0,0.333333333333,2013
Yezhou Yang,Arizona State University,robotics,2.0,0.5,2013
John (Juyang) Weng,Michigan State University,robotics,1.0,0.5,1997
Rajesh P. N. Rao,University of Washington,robotics,1.0,0.166666666667,2012
Lydia Tapia,University of New Mexico,robotics,2.0,0.4,2012
Kostas E. Bekris,Rutgers University,robotics,1.0,0.333333333333,2004
Jun Zhang,University of Kentucky,robotics,1.0,0.166666666667,2013
