"author","coauthor","year","area"
Dieter Fox,Henry A. Kautz,2004,chi
Dieter Fox,Krzysztof Gajos,2004,chi
Dieter Fox,Gaurav S. Sukhatme,2005,robotics
Dieter Fox,Joshua R. Smith,2012,robotics
Dieter Fox,Byron Boots,2014,robotics
Dieter Fox,Jan Peters 0001,2014,robotics
Dieter Fox,Marc Peter Deisenroth,2014,robotics
Dieter Fox,Siddhartha S. Srinivasa,2014,robotics
Dieter Fox,Gerhard Lakemeyer,1998,ai
Dieter Fox,Benjamin Kuipers,1998,ai
Dieter Fox,Henry A. Kautz,2003,chi
Dieter Fox,Henry A. Kautz,2007,ai
Dieter Fox,Brian Curless,2012,chi
Dieter Fox,Cynthia Matuszek,2014,ai
Dieter Fox,Luke Zettlemoyer,2014,ai
Dieter Fox,Frank Dellaert,1999,ai
Dieter Fox,Brian Curless,2011,robotics
Dieter Fox,Cynthia Matuszek,2011,robotics
Dieter Fox,Joshua R. Smith,2011,robotics
Dieter Fox,Marc Peter Deisenroth,2011,robotics
Dieter Fox,Henry A. Kautz,2004,ai
Dieter Fox,Henry A. Kautz,2005,mlmining
Dieter Fox,Henry A. Kautz,2003,robotics
Dieter Fox,Byron Boots,2015,ai
Dieter Fox,Brian D. Ziebart,2015,ai
Dieter Fox,Andreas Krause 0001,2015,ai
Dieter Fox,Fabio T. Ramos,2007,robotics
Dieter Fox,Henry A. Kautz,2005,ai
Dieter Fox,Frank Dellaert,1999,robotics
Dieter Fox,Cynthia Matuszek,2012,mlmining
Dieter Fox,Luke S. Zettlemoyer,2012,mlmining
Dieter Fox,Steven M. Seitz,2011,chi
Dieter Fox,Shwetak Patel,2011,chi
Dieter Fox,Steven M. Seitz,2015,vision
Feng Liu,Hao Li,2016,bio
Feng Liu,Michael Gleicher,2009,vision
Feng Liu,David I. August,2010,arch
Feng Liu,Xiaoming Liu,2016,vision
Feng Liu,Michael Gleicher,2009,graph
Feng Liu,Michael Gleicher,2010,vision
Feng Liu,David I. August,2012,log
Feng Liu,Michael Gleicher,2009,ai
Feng Liu,David I. August,2015,arch
Feng Liu,Michael Gleicher,2008,vision
Feng Liu,David I. August,2014,da
Feng Liu,Eran Yahav,2012,plan
Feng Liu,Martin T. Vechev,2012,plan
Feng Liu,Michael Gleicher,2005,chi
Feng Liu,Jon B. Weissman,2015,hpc
Feng Liu,Michael Gleicher,2011,graph
Jeffrey Heer,Christopher D. Manning,2014,nlp
Jeffrey Heer,Maneesh Agrawala,2006,vis
Jeffrey Heer,Jennifer Mankoff,2004,chi
Jeffrey Heer,Maneesh Agrawala,2009,chi
Jeffrey Heer,Joseph M. Hellerstein,2012,vis
Jeffrey Heer,Christopher D. Manning,2013,chi
Jeffrey Heer,Michael S. Bernstein,2014,vis
Jeffrey Heer,Wesley Willett,2008,chi
Jeffrey Heer,Maneesh Agrawala,2008,chi
Jeffrey Heer,Jason I. Hong,2003,chi
Jeffrey Heer,Maneesh Agrawala,2008,vis
Jeffrey Heer,Christopher D. Manning,2014,chi
Jeffrey Heer,Wesley Willett,2012,chi
Jeffrey Heer,Maneesh Agrawala,2012,chi
Jeffrey Heer,Frank Vetere,2012,chi
Jeffrey Heer,Christopher D. Manning,2012,chi
Jeffrey Heer,Martin R. Gibbs,2012,chi
Jeffrey Heer,Jennifer Mankoff,2007,chi
Jeffrey Heer,Christopher D. Manning,2013,mlmining
Jeffrey Heer,Wesley Willett,2007,vis
Jeffrey Heer,Maneesh Agrawala,2007,vis
Jeffrey Heer,James A. Landay,2005,chi
Jeffrey Heer,Maneesh Agrawala,2010,vis
Jeffrey Heer,Wesley Willett,2011,chi
Jeffrey Heer,Monica S. Lam,2011,chi
Jeffrey Heer,Fei-Fei Li,2011,chi
Jeffrey Heer,Joseph M. Hellerstein,2011,chi
Jeffrey Heer,Maneesh Agrawala,2011,chi
Huy L. Nguyen,Moses Charikar,2011,act
Huy L. Nguyen,Alexandr Andoni,2011,act
Huy L. Nguyen,Alina Ene,2015,mlmining
Huy L. Nguyen,Alexandr Andoni,2010,act
Huy L. Nguyen,Alexandr Andoni,2012,act
Huy L. Nguyen,Alexandr Andoni,2014,act
Huy L. Nguyen,Piotr Indyk,2014,act
Huy L. Nguyen,Jelani Nelson,2013,act
Huy L. Nguyen,Alexandr Andoni,2013,act
Huy L. Nguyen,Mikkel Thorup,2016,act
Huy L. Nguyen,Kasper Green Larsen,2016,act
Huy L. Nguyen,Alina Ene,2016,act
Huy L. Nguyen,Mark Braverman,2016,act
Huy L. Nguyen,Jelani Nelson,2016,act
Huy L. Nguyen,Alexandr Andoni,2009,act
Huy L. Nguyen,Piotr Indyk,2009,act
Christopher J. Rossbach,Emmett Witchel,2008,arch
Christopher J. Rossbach,Donald E. Porter,2007,arch
Christopher J. Rossbach,Emmett Witchel,2007,arch
Christopher J. Rossbach,Simon Peter,2016,ops
Christopher J. Rossbach,Emmett Witchel,2016,ops
Christopher J. Rossbach,Donald E. Porter,2009,ops
Christopher J. Rossbach,Emmett Witchel,2009,ops
Christopher J. Rossbach,Mark Silberstein,2011,ops
Christopher J. Rossbach,Emmett Witchel,2011,ops
Christopher J. Rossbach,Baishakhi Ray,2011,ops
Christopher J. Rossbach,Donald E. Porter,2007,plan
Christopher J. Rossbach,Emmett Witchel,2007,plan
Christopher J. Rossbach,Benjamin Livshits,2015,sec
Christopher J. Rossbach,Donald E. Porter,2007,ops
Christopher J. Rossbach,Emmett Witchel,2007,ops
Christopher J. Rossbach,Emmett Witchel,2009,arch
James Bailey,Rui Zhang 0003,2015,ai
James Bailey,Peter J. Stuckey,2010,bio
James Bailey,Karin Verspoor,2014,mlmining
James Bailey,Ian Davidson,2016,mlmining
James Bailey,Kotagiri Ramamohanarao,2017,ai
James Bailey,Christopher Leckie,2017,ai
James Bailey,Rui Zhang 0003,2016,ai
James Bailey,Kotagiri Ramamohanarao,2016,ai
James Bailey,Christopher Leckie,2016,ai
Dan Olteanu,Christoph Koch 0001,2007,mod
Dan Olteanu,Ian Horrocks,2014,ai
Dan Olteanu,Boris Motik,2014,ai
Dan Olteanu,Michael Benedikt,2010,mod
Dan Olteanu,Benny Kimelfeld,2015,mod
Dan Olteanu,Christoph Koch 0001,2008,mod
Christopher Mears,Peter J. Stuckey,2011,ai
Christopher Mears,Maria Garcia de la Banda,2011,ai
Christopher Mears,Kim Marriott,2013,vis
Christopher Mears,Tim Dwyer,2013,vis
Christopher Mears,Maria Garcia de la Banda,2015,ai
Christopher Mears,Mark Wallace,2017,vis
Christopher Mears,Maria Garcia de la Banda,2017,vis
Christopher Mears,Tim Dwyer,2017,vis
Christopher Mears,Guido Tack,2017,vis
Kousha Etessami,Rajeev Alur,2001,log
Kousha Etessami,Mihalis Yannakakis,2001,log
Kousha Etessami,Rajeev Alur,2007,log
Kousha Etessami,Neil Immerman,2007,log
Kousha Etessami,Leonid Libkin,2007,log
Kousha Etessami,Neil Immerman,1995,log
Kousha Etessami,Mihalis Yannakakis,2012,act
Kousha Etessami,Moshe Y. Vardi,1997,log
Kousha Etessami,Mihalis Yannakakis,2007,act
Kousha Etessami,Rajeev Alur,2000,soft
Kousha Etessami,Mihalis Yannakakis,2000,soft
Kousha Etessami,Mihalis Yannakakis,2013,log
David A. Forsyth,Derek Hoiem,2009,vision
David A. Forsyth,Ali Farhadi,2009,vision
David A. Forsyth,Derek Hoiem,2012,vision
David A. Forsyth,Ali Farhadi,2012,vision
David A. Forsyth,Deva Ramanan,2003,mlmining
David A. Forsyth,Derek Hoiem,2016,mlmining
David A. Forsyth,Martial Hebert,1994,vision
David A. Forsyth,Dimitris N. Metaxas,1994,vision
David A. Forsyth,Stan Sclaroff,1994,vision
David A. Forsyth,Ruzena Bajcsy,1994,vision
David A. Forsyth,Linda G. Shapiro,1994,vision
David A. Forsyth,Jean Ponce,1994,vision
David A. Forsyth,Christoph Bregler,1996,vision
David A. Forsyth,Derek Hoiem,2016,vision
David A. Forsyth,Deva Ramanan,2003,vision
David A. Forsyth,Kobus Barnard,2003,vision
David A. Forsyth,Ali Farhadi,2006,vision
David A. Forsyth,Tamara L. Berg,2006,vision
David A. Forsyth,Brian P. Bailey,2015,chi
David A. Forsyth,Brian P. Bailey,2013,chi
David A. Forsyth,Christopher M. Brown,1990,vision
David A. Forsyth,Derek Hoiem,2010,vision
David A. Forsyth,Ali Farhadi,2010,vision
David A. Forsyth,Julia Hockenmaier,2010,vision
David A. Forsyth,Jiebo Luo,2010,vision
David A. Forsyth,Ali Farhadi,2007,vision
David A. Forsyth,James F. O'Brien,2003,graph
David A. Forsyth,Kobus Barnard,2001,vision
David A. Forsyth,Tamara L. Berg,2004,vision
David A. Forsyth,Alexander C. Berg,2004,vision
David A. Forsyth,Erik G. Learned-Miller,2004,vision
David A. Forsyth,Keenan Crane,2007,graph
David A. Forsyth,Kobus Barnard,2002,vision
David A. Forsyth,Deva Ramanan,2005,vision
David A. Forsyth,Kobus Barnard,2005,vision
David A. Forsyth,James F. O'Brien,2005,vision
David A. Forsyth,Jean Ponce,2005,vision
David A. Forsyth,James F. O'Brien,2005,graph
David A. Forsyth,Tamara L. Berg,2004,mlmining
David A. Forsyth,Alexander C. Berg,2004,mlmining
David A. Forsyth,Derek Hoiem,2015,vision
David A. Forsyth,Derek Hoiem,2011,graph
Sven Laur,Jaak Vilo,2016,bio
Sven Laur,Jaak Vilo,2012,bio
Sven Laur,Helger Lipmaa,2006,mlmining
Sven Laur,Jaak Vilo,2013,bio
J. Ross Beveridge,Bruce A. Draper,2009,vision
J. Ross Beveridge,Bruce A. Draper,2001,vision
J. Ross Beveridge,Bruce A. Draper,2004,vision
J. Ross Beveridge,Robert M. Haralick,1992,vision
J. Ross Beveridge,Bruce A. Draper,2010,vision
J. Ross Beveridge,Robert T. Collins,1993,vision
J. Ross Beveridge,Bruce A. Draper,2014,vision
J. Ross Beveridge,Bruce A. Draper,2015,vision
Colin Riba,Anupam Das,2015,log
Nachum Dershowitz,Moshe Koppel,2011,nlp
Nachum Dershowitz,Lior Wolf,2011,vision
Nachum Dershowitz,Lior Wolf,2014,vision
Nachum Dershowitz,Leo Bachmair,1986,log
Nachum Dershowitz,Leo Bachmair,1987,log
Hongfeng Yu,Chaoli Wang,2012,vis
Hongfeng Yu,David R. O'Hallaron,2006,hpc
Hongfeng Yu,Kwan-Liu Ma,2006,hpc
Hongfeng Yu,Kwan-Liu Ma,2004,hpc
Hongfeng Yu,Chaoli Wang,2008,vis
Hongfeng Yu,Kwan-Liu Ma,2008,vis
Hongfeng Yu,Kwan-Liu Ma,2015,vis
Hongfeng Yu,Kwan-Liu Ma,2014,vis
Hongfeng Yu,Chaoli Wang,2008,hpc
Hongfeng Yu,Kwan-Liu Ma,2008,hpc
Hongfeng Yu,Manish Parashar,2015,hpc
Hongfeng Yu,Manish Parashar,2013,hpc
Hongfeng Yu,Chaoli Wang,2007,hpc
Hongfeng Yu,Kwan-Liu Ma,2007,hpc
Hongfeng Yu,Valerio Pascucci,2012,hpc
Hongfeng Yu,Manish Parashar,2012,hpc
Prasad Raghavendra,Boaz Barak,2011,act
Prasad Raghavendra,David Steurer,2011,act
Prasad Raghavendra,Venkatesan Guruswami,2006,act
Prasad Raghavendra,David Steurer,2011,hpc
Prasad Raghavendra,Yuan Zhou,2011,hpc
Prasad Raghavendra,Venkatesan Guruswami,2011,hpc
Prasad Raghavendra,Yury Makarychev,2011,hpc
Prasad Raghavendra,Elena Grigorescu,2012,act
Prasad Raghavendra,David Steurer,2012,act
Prasad Raghavendra,Prasad Tetali,2012,act
Prasad Raghavendra,Arnab Bhattacharyya,2012,act
Prasad Raghavendra,Boaz Barak,2012,act
Prasad Raghavendra,Venkatesan Guruswami,2012,act
Prasad Raghavendra,Raghu Meka,2012,act
Prasad Raghavendra,Anand Louis,2012,act
Prasad Raghavendra,Santosh Vempala,2012,act
Prasad Raghavendra,Venkatesan Guruswami,2007,act
Prasad Raghavendra,Prasad Tetali,2010,act
Prasad Raghavendra,Adam R. Klivans,2010,act
Prasad Raghavendra,David Steurer,2010,act
Prasad Raghavendra,Ilias Diakonikolas,2010,act
Prasad Raghavendra,Rocco A. Servedio,2010,act
Prasad Raghavendra,Raghu Meka,2010,act
Prasad Raghavendra,David Steurer,2013,act
Prasad Raghavendra,Santosh Vempala,2013,act
Prasad Raghavendra,James R. Lee,2013,act
Prasad Raghavendra,Anand Louis,2013,act
Prasad Raghavendra,David Steurer,2015,act
Prasad Raghavendra,James R. Lee,2015,act
Prasad Raghavendra,Venkatesan Guruswami,2008,act
Prasad Raghavendra,Roy Schwartz,2008,act
Prasad Raghavendra,Joseph Naor,2008,act
Prasad Raghavendra,Rajsekar Manokaran,2008,act
Prasad Raghavendra,David Steurer,2009,act
Prasad Raghavendra,Venkatesan Guruswami,2009,act
Reihaneh Safavi-Naini,Zongpeng Li,2014,comm
Nadia Bianchi-Berthouze,Massimiliano Pontil,2013,mlmining
Nadia Bianchi-Berthouze,Nicolai Marquardt,2015,chi
Nadia Bianchi-Berthouze,Yvonne Rogers,2013,chi
Nadia Bianchi-Berthouze,Yvonne Rogers,2012,chi
Nadia Bianchi-Berthouze,Nicolai Marquardt,2016,chi
Yelena Yesha,Daniel A. Menascé,1996,metrics
Marcin Mucha,Piotr Sankowski,2004,act
Marcin Mucha,Piotr Sankowski,2016,act
Marcin Mucha,Marek Cygan,2016,act
Martin J. Wainwright,Kannan Ramchandran,2007,comm
Martin J. Wainwright,Brighten Godfrey,2007,comm
Martin J. Wainwright,Michael I. Jordan,2013,mlmining
Martin J. Wainwright,Michael I. Jordan,2015,mlmining
Martin J. Wainwright,Pradeep Ravikumar,2008,mlmining
Martin J. Wainwright,Sahand Negahban,2008,mlmining
Martin J. Wainwright,Michael I. Jordan,2008,mlmining
Martin J. Wainwright,Alan S. Willsky,2001,mlmining
Martin J. Wainwright,Tommi S. Jaakkola,2001,mlmining
Martin J. Wainwright,Michael I. Jordan,2003,mlmining
Martin J. Wainwright,Elchanan Mossel,2005,act
Martin J. Wainwright,Richard M. Karp,2007,act
Martin J. Wainwright,Constantinos Daskalakis,2007,act
Martin J. Wainwright,Michael I. Jordan,2016,mlmining
Martin J. Wainwright,Pradeep Ravikumar,2009,mlmining
Martin J. Wainwright,Peter L. Bartlett,2009,mlmining
Martin J. Wainwright,Sahand Negahban,2009,mlmining
Martin J. Wainwright,Bin Yu 0001,2009,mlmining
Martin J. Wainwright,Garvesh Raskutti,2009,mlmining
Martin J. Wainwright,Alan S. Willsky,2002,mlmining
Martin J. Wainwright,Tommi S. Jaakkola,2002,mlmining
Martin J. Wainwright,Sahand Negahban,2011,mlmining
Martin J. Wainwright,Michael I. Jordan,2004,mlmining
Martin J. Wainwright,Michael I. Jordan,2013,act
Martin J. Wainwright,Pradeep Ravikumar,2006,mlmining
Martin J. Wainwright,John D. Lafferty,2006,mlmining
Martin J. Wainwright,Sahand Negahban,2010,mlmining
Martin J. Wainwright,Sahand Negahban,2012,mlmining
Martin J. Wainwright,Michael I. Jordan,2012,mlmining
Martin J. Wainwright,Michael I. Jordan,2005,mlmining
Martin J. Wainwright,Michael I. Jordan,2007,mlmining
Martin J. Wainwright,Erik B. Sudderth,2007,mlmining
Martin J. Wainwright,Alan S. Willsky,2007,mlmining
Martin J. Wainwright,Erik B. Sudderth,2000,mlmining
Martin J. Wainwright,Alan S. Willsky,2000,mlmining
Tommi S. Jaakkola,Amir Globerson,2014,nlp
Tommi S. Jaakkola,Regina Barzilay,2014,nlp
Tommi S. Jaakkola,Amir Globerson,2008,mlmining
Tommi S. Jaakkola,David Sontag,2008,mlmining
Tommi S. Jaakkola,Michael I. Jordan,1994,mlmining
Tommi S. Jaakkola,Satinder P. Singh,1994,mlmining
Tommi S. Jaakkola,Nathan Srebro,2003,mlmining
Tommi S. Jaakkola,Claire Monteleoni,2003,mlmining
Tommi S. Jaakkola,David K. Gifford,2016,mlmining
Tommi S. Jaakkola,Martin J. Wainwright,2002,mlmining
Tommi S. Jaakkola,Alan S. Willsky,2002,mlmining
Tommi S. Jaakkola,Michael I. Jordan,1997,mlmining
Tommi S. Jaakkola,Amir Globerson,2006,mlmining
Tommi S. Jaakkola,Jean Honorio,2014,mlmining
Tommi S. Jaakkola,Francesco Orabona,2014,mlmining
Tommi S. Jaakkola,David K. Gifford,2002,bio
Tommi S. Jaakkola,Ziv Bar-Joseph,2002,bio
Tommi S. Jaakkola,Michael I. Jordan,1993,mlmining
Tommi S. Jaakkola,Satinder P. Singh,1993,mlmining
Tommi S. Jaakkola,Michael Collins,2010,nlp
Tommi S. Jaakkola,David Sontag,2010,nlp
Tommi S. Jaakkola,Alexander M. Rush,2010,nlp
Tommi S. Jaakkola,Martin J. Wainwright,2001,mlmining
Tommi S. Jaakkola,Alan S. Willsky,2001,mlmining
Tommi S. Jaakkola,Hava T. Siegelmann,2001,mlmining
Tommi S. Jaakkola,Michael I. Jordan,1996,mlmining
Tommi S. Jaakkola,Regina Barzilay,2016,nlp
Tommi S. Jaakkola,Michael I. Jordan,1995,mlmining
Tommi S. Jaakkola,Lawrence K. Saul,1995,mlmining
Tommi S. Jaakkola,Amir Globerson,2010,mlmining
Tommi S. Jaakkola,David Sontag,2010,mlmining
Tommi S. Jaakkola,Regina Barzilay,2015,nlp
Tommi S. Jaakkola,Joseph Keshet,2013,mlmining
Tommi S. Jaakkola,Jean Honorio,2013,mlmining
Tommi S. Jaakkola,Subhransu Maji,2013,mlmining
Tommi S. Jaakkola,David K. Gifford,2010,bio
Tommi S. Jaakkola,Nathan Srebro,2004,mlmining
Tommi S. Jaakkola,Noga Alon,2004,mlmining
Tommi S. Jaakkola,Tony Jebara,1999,mlmining
Tommi S. Jaakkola,David K. Gifford,2012,bio
Tommi S. Jaakkola,Amir Globerson,2012,mlmining
Tommi S. Jaakkola,David K. Gifford,2003,bio
Tommi S. Jaakkola,Nathan Srebro,2003,bio
Tommi S. Jaakkola,Erik D. Demaine,2003,bio
Tommi S. Jaakkola,Ziv Bar-Joseph,2003,bio
Tommi S. Jaakkola,Amir Globerson,2007,mlmining
Tommi S. Jaakkola,David Sontag,2007,mlmining
Michael L. Fredman,Robert Endre Tarjan,1984,act
Yuval Rabani,Alistair Sinclair,2004,act
Yuval Rabani,Rafail Ostrovsky,1997,act
Yuval Rabani,Éva Tardos,1997,act
Yuval Rabani,Jon M. Kleinberg,1997,act
Yuval Rabani,Allan Borodin,1999,act
Yuval Rabani,Rafail Ostrovsky,1999,act
Yuval Rabani,Éva Tardos,1999,act
Yuval Rabani,Jon M. Kleinberg,1999,act
Yuval Rabani,Rafail Ostrovsky,2017,act
Yuval Rabani,Leonard J. Schulman,2017,act
Yuval Rabani,Sandy Irani,1993,act
Yuval Rabani,Leonard J. Schulman,2008,act
Yuval Rabani,Allan Borodin,2001,act
Yuval Rabani,Rafail Ostrovsky,2001,act
Yuval Rabani,Julia Chuzhoy,2001,act
Yuval Rabani,Subhash Khot,2003,act
Yuval Rabani,Alistair Sinclair,1996,act
Yuval Rabani,Éva Tardos,1996,act
Yuval Rabani,Rafail Ostrovsky,1998,act
Yuval Rabani,Eyal Kushilevitz,1998,act
Yuval Rabani,Alistair Sinclair,1998,act
Yuval Rabani,Amos Fiat,1991,act
Yuval Rabani,Sundar Vishwanathan,1991,act
Yuval Rabani,Rafail Ostrovsky,2006,act
Yuval Rabani,Subhash Khot,2006,act
Yuval Rabani,Leonard J. Schulman,2006,act
Yuval Rabani,Sanjeev Arora,2006,act
Yuval Rabani,Santosh Vempala,2006,act
Yuval Rabani,Yair Bartal,1992,act
Yuval Rabani,Amos Fiat,1992,act
Yuval Rabani,Avrim Blum,1992,act
Yuval Rabani,Rafail Ostrovsky,2000,act
Yuval Rabani,Alistair Sinclair,1995,act
Yuval Rabani,Leonard J. Schulman,1995,act
Yuval Rabani,James Aspnes,1995,act
Yuval Rabani,Yonatan Aumann,1995,act
Yuval Rabani,Amos Fiat,1990,act
Yuval Rabani,Rafail Ostrovsky,2012,crypt
Yuval Rabani,Yossi Azar,2010,act
Yuval Rabani,Rafail Ostrovsky,2005,act
Yuval Rabani,Julia Chuzhoy,2005,act
Yuval Rabani,Leonard J. Schulman,2005,act
Yuval Rabani,Leonard J. Schulman,2015,act
Yuval Rabani,Umesh V. Vazirani,1994,act
Yuval Rabani,Sanjeev Arora,1994,act
Yuval Rabani,Amir Shpilka,2009,act
Yanni Sun,Jeremy Buhler,2003,bio
Yanni Sun,Jeremy Buhler,2004,bio
Gunnar Rätsch,Bernhard Schölkopf,2008,mlmining
Gunnar Rätsch,Bernhard Schölkopf,1998,mlmining
Gunnar Rätsch,Manfred K. Warmuth,2006,mlmining
Gunnar Rätsch,Manfred K. Warmuth,2001,mlmining
Gunnar Rätsch,Bernhard Schölkopf,2005,mlmining
Gunnar Rätsch,Thomas Lengauer,2000,bio
Gunnar Rätsch,Bernhard Schölkopf,2000,bio
Gunnar Rätsch,Manfred K. Warmuth,2004,mlmining
Gunnar Rätsch,Bernhard Schölkopf,1999,mlmining
Gunnar Rätsch,Manfred K. Warmuth,2007,mlmining
Biswanath Mukherjee,Dipak Ghosal,2006,comm
Biswanath Mukherjee,Karl N. Levitt,1993,sec
Biswanath Mukherjee,Dilip Sarkar,1992,comm
Biswanath Mukherjee,Karl N. Levitt,1990,sec
Biswanath Mukherjee,Norman S. Matloff,1989,comm
Biswanath Mukherjee,Ronald A. Olsson,1998,sec
Biswanath Mukherjee,Byrav Ramamurthy,1997,comm
Biswanath Mukherjee,Massimo Tornatore,2010,comm
Katrina Ligett,Andrew McGregor 0001,2010,hpc
Katrina Ligett,Robert D. Kleinberg,2011,hpc
Katrina Ligett,Éva Tardos,2011,hpc
Katrina Ligett,Yishay Mansour,2012,act
Katrina Ligett,Amos Fiat,2012,act
Katrina Ligett,Elias Koutsoupias,2012,act
Katrina Ligett,Leonard J. Schulman,2014,act
Katrina Ligett,Sham M. Kakade,2007,act
Katrina Ligett,Anupam Gupta,2010,act
Katrina Ligett,Aaron Roth,2010,act
Katrina Ligett,Avrim Blum,2008,act
Katrina Ligett,Aaron Roth,2008,act
Katrina Ligett,MohammadTaghi Hajiaghayi,2008,act
Vikas Singh,Risi Kondor,2013,mlmining
Vikas Singh,Baba C. Vemuri,2015,mlmining
Vikas Singh,James M. Rehg,2015,vision
Vikas Singh,Baba C. Vemuri,2015,vision
Vikas Singh,James M. Rehg,2013,vision
Vikas Singh,Grace Wahba,2016,mlmining
Vikas Singh,Baba C. Vemuri,2014,vision
Vikas Singh,Ji Liu 0002,2014,vision
Vikas Singh,Charles R. Dyer,2016,vision
Vikas Singh,Risi Kondor,2014,mlmining
Lawrence Chung,John Mylopoulos,1987,mod
Lawrence Chung,Alexander Borgida,1987,mod
Brent Hecht,Doug Downey,2012,ir
Brent Hecht,Michael S. Horn,2012,chi
Y. C. Tay,Don Towsley,2016,comm
Y. C. Tay,Akash Kumar 0001,2015,hpc
Y. C. Tay,Beng Chin Ooi,2008,mod
Allison B. Lewko,Daniel Wichs,2011,act
Allison B. Lewko,Yevgeniy Dodis,2011,act
Allison B. Lewko,Brent Waters,2011,act
Allison B. Lewko,Amit Sahai,2010,sec
Allison B. Lewko,Brent Waters,2010,sec
Allison B. Lewko,Brent Waters,2010,act
Allison B. Lewko,Brent Waters,2014,crypt
Allison B. Lewko,Susan Hohenberger,2012,crypt
Allison B. Lewko,Brent Waters,2012,crypt
Allison B. Lewko,Amit Sahai,2010,crypt
Allison B. Lewko,Brent Waters,2010,crypt
Allison B. Lewko,Brent Waters,2009,sec
Allison B. Lewko,Brent Waters,2011,crypt
Allison B. Lewko,Anup Rao,2012,act
David Walker,Steve Zdancewic,2016,plan
David Walker,Kathleen Fisher,2007,plan
David Walker,Jay Ligatti,2007,plan
David Walker,David I. August,2007,plan
David Walker,Nate Foster,2014,plan
David Walker,Dexter Kozen,2014,plan
David Walker,Arjun Guha,2014,plan
David Walker,Jennifer Rexford,2016,comm
David Walker,Todd D. Millstein,2016,comm
David Walker,Nate Foster,2013,comm
David Walker,Jennifer Rexford,2013,comm
David Walker,J. Gregory Morrisett,1999,plan
David Walker,Karl Crary,1999,plan
David Walker,Amal J. Ahmed,2003,log
David Walker,Nate Foster,2012,plan
David Walker,Nate Foster,2012,comm
David Walker,Jennifer Rexford,2012,comm
David Walker,J. Gregory Morrisett,1998,plan
David Walker,Karl Crary,1998,plan
David Walker,Jennifer Rexford,2015,comm
David Walker,Kathleen Fisher,2008,plan
David Walker,Kathleen Fisher,2006,plan
David Walker,Lujo Bauer,2005,plan
David Walker,Jay Ligatti,2005,plan
Grigore Rosu,Dean M. Tullsen,2005,arch
Grigore Rosu,Marco Caccamo,2008,bed
Grigore Rosu,Gul Agha,2004,soft
Grigore Rosu,Koushik Sen,2004,soft
Grigore Rosu,Darko Marinov,2011,soft
Grigore Rosu,Jeff Huang 0001,2015,soft
Grigore Rosu,Darko Marinov,2016,soft
Grigore Rosu,Jeff Huang 0001,2014,plan
Baris Kasikci,George Candea,2013,ops
Baris Kasikci,George Candea,2014,ops
Baris Kasikci,George Candea,2015,ops
Baris Kasikci,George Candea,2012,arch
Shaowen Bardzell,Jeffrey Bardzell,2015,chi
Shaowen Bardzell,Jeffrey Bardzell,2013,chi
Shaowen Bardzell,Erik Stolterman,2014,chi
Shaowen Bardzell,Jeffrey Bardzell,2014,chi
Shaowen Bardzell,Jeffrey Bardzell,2010,chi
Shaowen Bardzell,Jeffrey Bardzell,2016,chi
Shaowen Bardzell,Jeffrey Bardzell,2011,chi
John K. Bennett,Willy Zwaenepoel,1990,arch
John K. Bennett,Sandhya Dwarkadas,1992,hpc
John K. Bennett,Willy Zwaenepoel,1991,ops
Rajit Manohar,Ross Tate,2015,plan
Rajit Manohar,Marc González Tallada,2014,hpc
Anders Møller,Michael I. Schwartzbach,2001,plan
Anders Møller,Zhendong Su,2013,soft
Anders Møller,Frank Tip,2016,soft
Anders Møller,Koushik Sen,2016,soft
Mark Crovella,Evimaria Terzi,2015,mlmining
Mark Crovella,Krishna P. Gummadi,2014,sec
Mark Crovella,Alan Mislove,2014,sec
Mark Crovella,Azer Bestavros,1996,metrics
Mark Crovella,Ramesh Govindan,2006,metrics
Mark Crovella,Evimaria Terzi,2016,metrics
Mark Crovella,Evimaria Terzi,2012,metrics
Mark Crovella,Evimaria Terzi,2012,comm
Mark Crovella,Jim Kurose,2011,mobile
Mark Crovella,Paul Barford,1998,comm
Mark Crovella,John W. Byers,2003,comm
Mark Crovella,Rodrigo C. Fonseca,2003,comm
Mark Crovella,Paul Barford,1998,metrics
Mark Crovella,Paul Barford,2000,comm
Mark Crovella,Evimaria Terzi,2012,mlmining
Mark Crovella,Paul Barford,2012,mlmining
Mark Crovella,Paul Barford,1999,metrics
Maarten de Rijke,Shimon Whiteson,2015,ir
Maarten de Rijke,Shimon Whiteson,2014,mlmining
Maarten de Rijke,Shimon Whiteson,2015,mlmining
Maarten de Rijke,Emine Yilmaz,2016,ir
H. Venkateswaran,Martin Tompa,1986,act
H. Venkateswaran,Anand Sivasubramaniam,1995,metrics
H. Venkateswaran,Umakishore Ramachandran,1995,metrics
H. Venkateswaran,Anand Sivasubramaniam,1994,metrics
H. Venkateswaran,Umakishore Ramachandran,1994,metrics
Sophie Jörg,Sabarish V. Babu,2016,vis
Sophie Jörg,Jessica K. Hodgins,2012,graph
Tajana Rosing,George Porter,2013,comm
David Kotz,Nikos Triandopoulos,2008,mobile
David Kotz,Apu Kapadia,2008,mobile
David Kotz,Jacob Sorber,2012,mobile
David Kotz,Jacob Sorber,2016,mobile
David Kotz,Guanling Chen,2008,comm
David Kotz,Andrew T. Campbell,2008,comm
Sara Comai,Marco Brambilla 0001,2005,ir
Sara Comai,Stefano Ceri,2005,ir
