name,orcid
Craig Douglas Ramsay,0009-0008-1482-7558
Craig E. Wills,0000-0000-0000-0000
Craig Gotsman,0000-0001-8579-3588
Craig Innes,0000-0002-6329-4136
Craig MacDonald,0000-0003-3143-279X
Craig Macdonald,0000-0003-3143-279X
Craig Miller,0000-0000-0000-0000
Craig Partridge,0000-0002-7156-1601
Craig Putnam,0000-0000-0000-0000
Craig S. Kaplan,0000-0002-3168-6805
Crawford Revie,0000-0000-0000-0000
Crina Grosan,0000-0003-1049-2136
Cristian Borcea,0000-0003-0020-0910
Cristian Cadar,0000-0002-3599-7264
Cristian Calude,0000-0002-8711-6799
Cristian Danescu-Niculescu-Mizil,0000-0000-0000-0000
Cristian R. Munteanu,0000-0000-0000-0000
Cristian Riveros,0000-0003-0832-116X
Cristian Ruz,0000-0000-0000-0000
Cristian S. Calude,0000-0002-8711-6799
Cristian Versari,0000-0000-0000-0000
Cristian-Alexandru Staicu,0000-0002-6542-2226
Cristiana Amza,0000-0003-1703-7822
Cristiana Bolchini,0000-0001-5065-7906
Cristiano Arbex Valle,0000-0000-0000-0000
Cristiano C. de Araújo,0000-0000-0000-0000
Cristiano Calcagno,0000-0000-0000-0000
Cristiano Coelho de Araújo,0000-0000-0000-0000
Cristiano Giuffrida,0000-0002-8329-5929
Cristina Adriana Alexandru,0000-0000-0000-0000
Cristina Barrado,0000-0000-0000-0000
Cristina Bazgan,0000-0000-0000-0000
Cristina Boeres,0000-0000-0000-0000
Cristina Cerschi Seceleanu,0000-0003-2870-2680
Cristina Conati,0000-0002-8434-9335
Cristina David,0000-0002-9106-934X
Cristina Dutra de Aguiar Ciferri,0000-0000-0000-0000
Cristina G. Fernandes,0000-0000-0000-0000
Cristina Gacek,0000-0000-0000-0000
Cristina Gomes Fernandes,0000-0000-0000-0000
Cristina Nita-Rotaru,0000-0002-9649-6789
Cristina Piazza,0000-0002-0358-8677
Cristina Silvano,0000-0003-1668-0883
Cristina V. Lopes,0000-0003-0551-3908
Cristina Videira Lopes,0000-0000-0000-0000
Cruz Izu,0000-0002-7492-8886
Csaba Szepesvári,0000-0000-0000-0000
Csilla Farkas,0000-0000-0000-0000
Cuiping Li 0001,0000-0003-0089-1045
Cuiyun Gao 0001,0000-0003-4774-2434
Cuncong Zhong,0000-0000-0000-0000
Cuneyt Gurcan Akcora,0000-0002-2882-6950
Cunjin Luo,0000-0003-3946-1093
Cunjing Ge,0000-0002-8249-1397
Cunsheng Ding,0000-0000-0000-0000
Cuntai Guan,0000-0002-0872-3276
Cunxi Yu,0000-0003-3481-307X
Cuong Pham 0001,0000-0003-0973-0889
Curtis E. Dyreson,0000-0003-0236-1515
Curtis R. Menyuk,0000-0000-0000-0000
Cynthia C. S. Liem,0000-0002-5385-7695
Cynthia Dwork,0000-0001-7177-3738
Cynthia E. Irvine,0000-0000-0000-0000
Cynthia Hood 0001,0000-0000-0000-0000
Cynthia Kop,0000-0000-0000-0000
Cynthia Matuszek,0000-0003-1383-8120
Cynthia Putnam,0000-0002-9612-634X
Cynthia R. Marling,0000-0000-0000-0000
Cynthia R. Sung,0000-0000-0000-0000
Cynthia Rudin,0000-0003-4283-2780
Cynthia Sturton,0000-0003-3930-7440
Cynthia Sung 0001,0000-0002-8967-1841
Cyriac Aiswarya,0000-0000-0000-0000
Cyrille Artho,0000-0002-3656-1614
Cyrille Jégourel,0000-0000-0000-0000
Cyrille Valentin Artho,0000-0000-0000-0000
Cyrus Omar,0000-0003-4502-7971
Cyrus Shahabi,0000-0001-9118-0681
Cécile Murat,0000-0000-0000-0000
Cédric Dumoulin,0000-0000-0000-0000
Cédric Lhoussaine,0000-0000-0000-0000
Cédric Pradalier,0000-0000-0000-0000
Célia A. Z. Barcelos,0000-0000-0000-0000
Célia A. Zorzo Barcelos,0000-0000-0000-0000
Célia G. Ralha,0000-0000-0000-0000
Célia Ghedini Ralha,0000-0000-0000-0000
Céline Chevalier,0000-0000-0000-0000
Céline Kuttler,0000-0000-0000-0000
Célio Albuquerque 0001,0000-0000-0000-0000
Célio Vinicius N. Albuquerque,0000-0000-0000-0000
Célio Vinicius N. de Albuquerque,0000-0000-0000-0000
Célio Vinicius Neves de Albuquerque,0000-0000-0000-0000
César A. F. De Rose,0000-0003-0070-0157
César A. M. Marcon,0000-0002-7811-7896
César Augusto Fonticielha De Rose,0000-0000-0000-0000
César Augusto Missio Marcon,0000-0000-0000-0000
César Sánchez 0001,0000-0003-3927-4773
César Torres 0001,0000-0002-5707-409X
D. C. Douglas Hung,0000-0000-0000-0000
D. Caleb Rucker,0000-0001-7181-1933
D. Ellis Hershkowitz,0000-0003-0862-3715
D. F. Wong,0000-0000-0000-0000
D. F. Wong 0001,0000-0001-8274-9688
D. Hemkumar,0000-0000-0000-0000
D. J. Soudris,0000-0000-0000-0000
D. Janaki Ram,0000-0000-0000-0000
D. Janakiram,0000-0000-0000-0000
D. K. Arvind,0000-0000-0000-0000
D. M. H. Walker,0000-0000-0000-0000
D. Manivannan 0001,0000-0001-9895-3085
D. Martin Swany,0000-0001-8028-1161
D. Medhi,0000-0000-0000-0000
D. Scott McCrickard,0000-0001-9839-7146
D. T. Huynh,0000-0000-0000-0000
D. Turgay Altilar,0000-0000-0000-0000
Da Cao,0000-0000-0000-0000
Da Yan 0001,0000-0002-4653-0408
Da-Wei Chang,0000-0002-4317-7979
Da-Wei Li,0000-0000-0000-0000
Da-Wei Zhou 0001,0000-0001-7226-7773
Da-wei Li,0000-0000-0000-0000
Daan Huybrechs,0000-0000-0000-0000
Dabbala Rajagopal Reddy,0000-0000-0000-0000
Dacheng Tao,0000-0001-7225-5449
Dachuan Li,0000-0000-0000-0000
Dae Hyun Kim 0004,0000-0001-8275-5949
Dae Hyun Kim 0005,0000-0002-8657-9986
Dae-Hyun Kim 0004,0000-0000-0000-0000
Dae-Kyoo Kim,0000-0002-7133-9111
Daehyeok Kim,0000-0002-7439-1783
Daehyun Kim 0004,0000-0000-0000-0000
Daehyung Park,0000-0000-0000-0000
Daeyoung Kim 0001,0000-0002-7960-5955
Dafna Shahaf,0000-0003-3261-0818
Dag Haugland,0000-0000-0000-0000
Dag Johansen,0000-0000-0000-0000
Dag Svanaes,0000-0000-0000-0000
Dag Svanes,0000-0000-0000-0000
Dag Svanæs,0000-0001-7929-2648
Dag Wedelin,0000-0000-0000-0000
Dagan Feng 0001,0000-0002-3381-214X
Dagang Li 0001,0000-0002-8134-0538
Dagmar Krefting,0000-0002-7238-5339
Dahlia Malkhi,0000-0002-7038-7250
Dahua Lin,0000-0002-8865-7896
Daibo Liu,0000-0002-8268-2951
Daifeng Wang,0000-0001-9190-3704
Daigo Shishika,0000-0002-8514-9634
Daijin Kim 0001,0000-0002-8046-8521
Daisuke Iwai,0000-0002-3493-5635
Daisuke Kawahara,0000-0000-0000-0000
Daisuke Kihara,0000-0003-4091-6614
Daisuke Takahashi,0000-0003-1357-5770
Daisy Zhe Wang,0009-0003-8234-5482
Dajiang Chen,0000-0000-0000-0000
Dajiang Zhu,0000-0002-6940-3911
Dakai Zhu 0001,0000-0002-1938-9947
Dakshita Khurana,0000-0001-5315-4503
Dakshnamoorthy Manivannan,0000-0000-0000-0000
Dakuo Wang,0000-0001-9371-9441
Dalal Alrajeh,0000-0002-1365-8026
Dale A. Carnegie,0000-0000-0000-0000
Dale A. Schoenefeld,0000-0000-0000-0000
Dale Anthony Carnegie,0000-0000-0000-0000
Dale F. Reed,0000-0000-0000-0000
Dale R. Thompson,0000-0000-0000-0000
Dale Reed,0000-0000-0000-0000
Dale Schuurmans,0000-0000-0000-0000
Dale-Marie Wilson,0000-0000-0000-0000
Dali Ismail,0009-0003-1269-8696
Dali Kaafar,0000-0000-0000-0000
Daljit Singh Dhillon,0000-0001-7592-8661
Daljit Singh J. Dhillon,0000-0001-7592-8661
Dalton Meitei Thounaojam,0000-0000-0000-0000
Daltro José Nunes,0000-0000-0000-0000
Damal Kandadai Arvind,0000-0000-0000-0000
Damian Andrew Tamburri,0000-0003-1230-8961
Damian Dechev,0000-0002-0569-3403
Damian Niwinski,0000-0000-0000-0000
Damiano Spina,0000-0001-9913-433X
Damien Doligez,0000-0000-0000-0000
Damien Garreau,0000-0002-7855-2847
Damien Muselet,0000-0000-0000-0000
Damien Pollet,0000-0000-0000-0000
Damien Stehlé,0000-0003-3435-2453
Damien Vergnaud,0000-0002-2113-3967
Damien Woods,0000-0002-0638-2690
Daming Shi 0001,0000-0001-8508-4845
Daming Zhu,0000-0001-9395-7247
Damir Azhar,0000-0000-0000-0000
Damir Cavar,0000-0002-1262-5927
Damir Filipovic,0000-0002-2443-5741
Damith C. Rajapakse,0000-0000-0000-0000
Damith C. Ranasinghe,0000-0000-0000-0000
Damith Chinthana Ranasinghe,0000-0000-0000-0000
Damith Ranasinghe,0000-0000-0000-0000
Damián A. Knopoff,0000-0000-0000-0000
Damián Barsotti,0000-0000-0000-0000
Damla Turgut,0000-0000-0000-0000
Damon L. Woodard,0000-0002-0471-177X
Damon McCoy,0000-0001-7386-7260
Damon Wischik,0000-0000-0000-0000
Dan Alistarh,0000-0003-3650-940X
Dan Angus,0000-0000-0000-0000
Dan Boneh,0000-0003-0820-0421
Dan C. Marinescu,0000-0000-0000-0000
Dan Chen 0001,0000-0000-0000-0000
Dan E. Tamir,0000-0000-0000-0000
Dan E. Willard,0000-0000-0000-0000
Dan Feldman,0000-0002-7700-9711
Dan Feng 0001,0000-0002-4674-6006
Dan Garber,0000-0002-5181-9193
Dan Geiger,0000-0000-0000-0000
Dan Goldwasser,0000-0000-0000-0000
Dan Grossman,0009-0005-2111-1900
Dan Gusfield,0000-0000-0000-0000
Dan Halperin,0000-0002-3345-3765
Dan Hao 0001,0000-0001-8295-303X
Dan Hefetz,0000-0001-8923-3879
Dan Huang 0001,0000-0001-5582-1031
Dan Huttenlocher,0000-0000-0000-0000
Dan I. Moldovan,0000-0000-0000-0000
Dan Ionescu,0000-0000-0000-0000
Dan John Williams,0000-0000-0000-0000
Dan Jurafsky,0000-0000-0000-0000
Dan Kifer,0000-0002-4611-7066
Dan Klein 0001,0000-0000-0000-0000
Dan Knights,0000-0000-0000-0000
Dan Li 0001,0000-0002-7581-8865
Dan Li 0016,0000-0002-3787-1673
Dan Lin 0001,0000-0000-0000-0000
Dan McQuillan,0000-0000-0000-0000
Dan Miranker,0000-0000-0000-0000
Dan Negrut,0000-0003-1565-2784
Dan O'Keeffe,0000-0000-0000-0000
Dan Olteanu,0000-0002-4682-7068
Dan Ophir,0000-0000-0000-0000
Dan Page,0000-0002-6366-7641
Dan Pei,0000-0002-5113-838X
Dan R. Ghica,0000-0002-4003-8893
Dan Rockmore,0000-0000-0000-0000
Dan Roth 0001,0009-0002-1447-5173
Dan Rubenstein,0000-0002-3747-9946
Dan S. Wallach,0000-0000-0000-0000
Dan Schien,0000-0000-0000-0000
Dan Sheldon,0000-0000-0000-0000
Dan Simon,0000-0000-0000-0000
Dan Simovici,0000-0003-1675-8265
Dan Stowell,0000-0001-8068-3769
Dan Suciu,0000-0002-4144-0868
Dan Suthers,0000-0000-0000-0000
Dan Tamir,0000-0000-0000-0000
Dan Tsafrir,0000-0002-9242-3144
Dan Ventura,0000-0000-0000-0000
Dan Wang 0002,0000-0002-0921-2726
Dan Williams 0001,0000-0003-1537-0525
Dan Witzner Hansen,0000-0002-6780-4471
Dan Xu 0002,0000-0003-0136-9603
Dan Zeng 0002,0000-0002-9036-7791
Dan Zhao 0001,0000-0000-0000-0000
Dana Angluin,0000-0000-0000-0000
Dana Dachman-Soled,0000-0001-6797-641X
Dana Drachsler,0000-0000-0000-0000
Dana Drachsler-Cohen,0000-0001-6644-5377
Dana H. Ballard,0000-0000-0000-0000
Dana Habeeb,0000-0003-1808-4102
Dana McKay,0000-0001-7522-1842
Dana Moshkovitz,0000-0002-4151-568X
Dana Randall,0000-0002-1152-2627
Dana Richards,0000-0000-0000-0000
Dana S. Richards,0000-0000-0000-0000
Dana S. Scott,0000-0000-0000-0000
Dana Shapira,0000-0002-2320-9064
Danai Koutra,0000-0002-3206-8179
Danail Stoyanov,0000-0002-0980-3227
Danaë Metaxa,0000-0001-9359-6090
Danaë Metaxa-Kakavouli,0000-0001-9359-6090
Danda Pani Paudel,0000-0002-1739-1867
Danella Zhao,0000-0000-0000-0000
Danesh Tarapore,0000-0000-0000-0000
Danfei Xu,0000-0002-8744-3861
Danfeng (Daphne) Yao,0000-0001-8969-2792
Danfeng Daphne Yao,0000-0001-8969-2792
Danfeng Shan,0000-0003-0852-5955
Danfeng Yao,0000-0001-8969-2792
Danfeng Zhang,0000-0003-1942-6872
Dang The Ngoc,0000-0000-0000-0000
Dang Tuan Nhon,0000-0001-8322-0014
Dani Lischinski,0000-0002-6191-0361
Dani Tannir,0000-0002-2049-4728
Dani Yogatama,0000-0000-0000-0000
Danial Yazdani,0000-0000-0000-0000
Danica J. Sutherland,0000-0002-1525-3532
Daniel A. Braun 0001,0000-0002-8637-6652
Daniel A. Epstein,0000-0002-2657-6345
Daniel A. Jiménez,0000-0001-5658-4883
Daniel A. Keim,0000-0001-7966-9740
Daniel A. Reed,0000-0000-0000-0000
Daniel A. Spielman,0000-0002-8958-879X
Daniel Abadi,0000-0003-3771-2995
Daniel Alexander Braun,0000-0000-0000-0000
Daniel Alfonso Goncalves De Oliveira,0000-0000-0000-0000
Daniel Aloise,0000-0002-9876-2921
Daniel Amyot,0000-0003-2414-1791
Daniel Andresen,0000-0003-2345-6695
Daniel Angus,0000-0002-1412-5096
Daniel Arp,0000-0003-3628-794X
Daniel Ashbrook,0000-0002-4326-2110
Daniel B. Larremore,0000-0001-5273-5234
Daniel B. Neill,0000-0001-6282-1240
Daniel B. Work,0000-0003-0565-2158
Daniel Barbará,0000-0000-0000-0000
Daniel Beck,0000-0001-9560-2773
Daniel Beimborn,0000-0002-6294-0212
Daniel Bodemer,0000-0003-2515-683X
Daniel Bogaard,0009-0003-2662-6300
Daniel Boley,0000-0002-2685-8449
Daniel Bonilla Licea,0000-0000-0000-0000
Daniel Buschek,0000-0002-0013-715X
Daniel C. Alexander,0000-0003-2439-350X
Daniel C. Cunha 0001,0000-0000-0000-0000
Daniel C. M. de Oliveira,0000-0000-0000-0000
Daniel Capurro,0000-0002-9256-1256
Daniel Cardoso Moraes de Oliveira,0000-0000-0000-0000
Daniel Carvalho da Cunha,0000-0000-0000-0000
Daniel Casini,0000-0003-4719-3631
Daniel Cermak,0000-0000-0000-0000
Daniel Chester,0000-0000-0000-0000
Daniel Cohen-Or,0000-0001-6777-7445
Daniel Conte de Leon,0000-0000-0000-0000
Daniel Costinett,0000-0002-5028-3104
Daniel Cremers,0000-0002-3079-7984
Daniel D. Lee [Tech],0000-0000-0000-0000
Daniel D. Suthers,0000-0000-0000-0000
Daniel Damir Harabor,0000-0000-0000-0000
Daniel David Campbell Prince,0000-0000-0000-0000
Daniel Deutch,0009-0001-0838-0162
Daniel Dominic Kaplan Sleator,0000-0000-0000-0000
Daniel Dominic Sleator,0000-0000-0000-0000
Daniel E. Atkins,0000-0001-9002-9613
Daniel E. Koditschek,0000-0000-0000-0000
Daniel E. Krutz,0000-0000-0000-0000
Daniel Engels,0000-0003-0761-8017
Daniel F. Keefe,0000-0002-7039-2340
Daniel F. Macedo,0000-0000-0000-0000
Daniel F. Schmidt,0000-0000-0000-0000
Daniel Fabbri,0000-0003-0530-2510
Daniel Fernandes Macedo,0000-0000-0000-0000
Daniel Fischer 0001,0000-0000-0000-0000
Daniel Fridlender,0000-0000-0000-0000
Daniel Fried,0000-0000-0000-0000
Daniel G. Aliaga,0000-0001-9794-462X
Daniel G. Brown 0001,0000-0000-0000-0000
Daniel Gardham,0000-0002-8856-1093
Daniel Genkin,0000-0003-2720-9288
Daniel Gildea,0000-0002-7858-2624
Daniel Gillis,0000-0002-7646-259X
Daniel Gnad 0001,0000-0001-7434-2669
Daniel Goehring,0000-0001-7819-7163
Daniel Gonçalves 0002,0000-0002-5121-6296
Daniel Gooch,0000-0003-1936-3103
Daniel Gottesman,0009-0002-2948-3395
Daniel Gratzer,0000-0003-1944-0789
Daniel Gregory Brown,0000-0000-0000-0000
Daniel Grier,0000-0002-4732-0285
Daniel Grosu,0000-0003-2340-5433
Daniel Gruss,0000-0002-7977-3246
Daniel Gusfield,0000-0000-0000-0000
Daniel Göhring,0000-0001-7819-7163
Daniel H. Huson,0000-0002-2961-604X
Daniel Haehn,0000-0001-9144-3461
Daniel Harabor,0000-0000-0000-0000
Daniel Hershcovich,0000-0002-3966-8708
Daniel Hirschkoff,0000-0000-0000-0000
Daniel Hsu 0001,0000-0002-3495-7113
Daniel Hughes,0000-0000-0000-0000
Daniel Hughes 0001,0000-0000-0000-0000
Daniel J. Abadi,0000-0003-3771-2995
Daniel J. Dougherty,0000-0000-0000-0000
Daniel J. Finnegan,0000-0003-1169-2842
Daniel J. Fremont,0000-0002-9992-9965
Daniel J. Hsu,0000-0000-0000-0000
Daniel J. Lizotte,0000-0002-9258-8619
Daniel J. McQuillan,0000-0000-0000-0000
Daniel J. Rigden,0000-0002-7565-8937
Daniel J. Rough,0000-0003-1545-5377
Daniel J. Simon,0000-0000-0000-0000
Daniel J. Sorin,0000-0001-7013-8986
Daniel J. Szafir,0000-0000-0000-0000
Daniel J. Wigdor,0000-0000-0000-0000
Daniel Jackson 0001,0000-0003-4864-078X
Daniel Jiménez-González,0000-0001-6064-7883
Daniel John Rough,0000-0000-0000-0000
Daniel Jorge Viegas Gonçalves,0000-0000-0000-0000
Daniel Jurafsky,0000-0000-0000-0000
Daniel Kalmanovich,0000-0003-3857-4459
Daniel Kane,0000-0000-0000-0000
Daniel Kang,0000-0001-9860-9938
Daniel Karapetyan,0000-0003-4030-6525
Daniel Keren,0000-0000-0000-0000
Daniel Khashabi,0009-0009-7664-2230
Daniel Kifer,0000-0002-4611-7066
Daniel Klein 0001,0000-0000-0000-0000
Daniel Kroening,0000-0002-6681-5283
Daniel Král,0000-0001-8680-0890
Daniel Král',0000-0000-0000-0000
Daniel Kröning,0000-0000-0000-0000
Daniel L. Chester,0000-0000-0000-0000
Daniel L. Pimentel-Alarcón,0000-0000-0000-0000
Daniel Leithinger,0000-0003-4342-7082
Daniel Leivant,0000-0000-0000-0000
Daniel Lohmann,0000-0001-8224-4161
Daniel Lokshantov,0000-0000-0000-0000
Daniel Lokshtanov,0000-0002-3166-9212
Daniel Lopresti,0000-0000-0000-0000
Daniel Lowd,0000-0002-9501-0361
Daniel M. Batista,0000-0000-0000-0000
Daniel M. Berry,0000-0000-0000-0000
Daniel M. Everett,0000-0000-0000-0000
Daniel M. Germán,0000-0001-5661-4392
Daniel M. Kane,0009-0007-9647-2609
Daniel M. Romero,0000-0002-8351-3463
Daniel M. Roy 0001,0000-0001-8930-0058
Daniel Macêdo Batista,0000-0000-0000-0000
Daniel Manrique-Vallier,0000-0000-0000-0000
Daniel Massey,0000-0001-7847-5960
Daniel Mauricio Romero,0000-0000-0000-0000
Daniel McQuillan,0000-0000-0000-0000
Daniel Mossé,0000-0000-0000-0000
Daniel Moyer,0000-0000-0000-0000
Daniel Mueller 0001,0000-0003-0903-631X
Daniel Mueller-Gritschneder,0000-0003-0903-631X
Daniel Müller-Gritschneder,0000-0003-0903-631X
Daniel N. Rockmore,0000-0000-0000-0000
Daniel Neider,0000-0001-9276-6342
Daniel Oliveira 0001,0000-0000-0000-0000
Daniel P. Friedman,0000-0000-0000-0000
Daniel P. Huttenlocher,0000-0000-0000-0000
Daniel P. Lopresti,0000-0003-2129-4223
Daniel P. Miranker,0000-0000-0000-0000
Daniel P. Siewiorek,0000-0001-6644-3929
Daniel Page,0000-0002-6366-7641
Daniel Penazzi,0000-0000-0000-0000
Daniel Pieter Saakes,0000-0000-0000-0000
Daniel Prince,0000-0003-0962-8569
Daniel R. Catchpoole,0000-0000-0000-0000
Daniel R. Figueiredo,0000-0000-0000-0000
Daniel R. Figueiredo 0001,0000-0001-9341-6619
Daniel R. Sheldon,0000-0000-0000-0000
Daniel R. Thomas,0000-0001-8936-0683
Daniel Rakita,0000-0000-0000-0000
Daniel Ratton Figueiredo,0000-0000-0000-0000
Daniel Raviv,0000-0000-0000-0000
Daniel Reidenbach,0000-0000-0000-0000
Daniel Ritchie,0000-0002-8253-0069
Daniel Rivero,0000-0000-0000-0000
Daniel Rochowiak,0000-0000-0000-0000
Daniel Roth 0001,0000-0001-5175-1566
Daniel Rough,0000-0003-1545-5377
Daniel Rueckert,0000-0002-5683-5889
Daniel Russo,0000-0000-0000-0000
Daniel S. Brown,0000-0002-9570-1832
Daniel S. Hirschberg,0000-0000-0000-0000
Daniel S. Lopes,0000-0000-0000-0000
Daniel S. Wallach,0000-0000-0000-0000
Daniel S. Weld,0000-0002-3255-0109
Daniel Saakes,0000-0002-6834-872X
Daniel Sabby Weld,0000-0000-0000-0000
Daniel Schien,0000-0000-0000-0000
Daniel Schnurr,0000-0000-0000-0000
Daniel Schwartz,0000-0001-5930-5915
Daniel Seita,0000-0000-0000-0000
Daniel Sheldon,0000-0002-4257-2432
Daniel Simões Lopes,0000-0003-0917-9396
Daniel Sjölie,0000-0000-0000-0000
Daniel Sonntag,0000-0000-0000-0000
Daniel Soudry,0000-0001-9368-6352
Daniel Spikol,0000-0001-9454-0793
Daniel Stamate,0000-0000-0000-0000
Daniel Stanley Tan,0000-0002-8071-9060
Daniel Stefankovic,0000-0002-4849-7955
Daniel Strüber 0001,0000-0000-0000-0000
Daniel Szafir,0000-0003-1848-7884
Daniel Sánchez 0003,0000-0002-2453-2904
Daniel Vanderpooten,0000-0002-5934-0603
Daniel Vogel 0001,0000-0001-7620-0541
Daniel Votipka,0000-0001-9985-250X
Daniel W. Franks,0000-0000-0000-0000
Daniel W. Goldberg,0000-0001-9304-7139
Daniel W. Woods,0000-0002-8569-1917
Daniel Weingaertner,0000-0000-0000-0000
Daniel Weiskopf,0000-0003-1174-1026
Daniel Wichs,0000-0002-4981-1643
Daniel Wigdor,0000-0003-2008-7070
Daniel Wong 0001,0000-0002-5376-7868
Daniel Xiapu Luo,0000-0000-0000-0000
Daniel Zappala,0000-0003-2095-9983
Daniel Ziener,0000-0000-0000-0000
Daniel de Oliveira 0001,0000-0001-9346-7651
Daniela Chudá,0000-0000-0000-0000
Daniela Damian,0000-0000-0000-0000
Daniela E. Damian,0000-0003-0826-5460
Daniela E. Herlea,0000-0000-0000-0000
Daniela E. Herlea Damian,0000-0000-0000-0000
Daniela G. Trevisan,0000-0000-0000-0000
Daniela Gorski Trevisan,0000-0000-0000-0000
Daniela Grigori,0000-0000-0000-0000
Daniela Marghitu,0000-0002-7877-3623
Daniela Nicklas,0000-0001-7012-6010
Daniela Raicu,0000-0002-2165-7234
Daniela Rus,0000-0001-5473-3566
Daniela Stan,0000-0000-0000-0000
Daniela Stan Raicu,0000-0000-0000-0000
Daniela Trevisan,0000-0000-0000-0000
Daniele Antonioli,0000-0002-9342-3920
Daniele Braga,0000-0000-0000-0000
Daniele Cono D'Elia,0000-0003-4358-976X
Daniele De Sensi,0000-0002-7244-639X
Daniele Gorla,0000-0001-8859-9844
Daniele Loiacono,0000-0002-5355-0634
Daniele Magazzini,0000-0000-0000-0000
Daniele Mazzei,0000-0000-0000-0000
Daniele Micciancio,0000-0003-3323-9985
Daniele Nardi,0000-0001-6606-200X
Daniele Pannone,0000-0000-0000-0000
Daniele Panozzo,0000-0003-1183-2454
Daniele Sgandurra,0000-0000-0000-0000
Daniele Venturi 0001,0000-0003-2379-8564
Danielle Albers,0000-0000-0000-0000
Danielle Albers Szafir,0000-0003-3634-8597
Danielle Azar,0000-0002-6159-3714
Danielle Szafir,0000-0003-3634-8597
Danilo Ardagna,0000-0003-4224-927X
Danilo Avola,0000-0001-9437-6217
Danilo Francati,0000-0002-4639-0636
Daning Hu,0000-0000-0000-0000
Danish Pruthi,0000-0000-0000-0000
Daniël Maria Pelt,0000-0002-8253-0851
Daniël Paulusma,0000-0001-5945-9287
Danna Gurari,0000-0003-1306-0283
Danny C. Cheng,0000-0000-0000-0000
