name,affiliation
Georgi Nedeltchev Gaydadjiev , TU Delft
Georgios Gousios , TU Delft
Hans Tonino , TU Delft
Hayley Hung , TU Delft
Henk J. Sips , TU Delft
Huijuan Wang , TU Delft
Inald Lagendijk , TU Delft
Jan C. A. van der Lubbe , TU Delft
Jan C. van Gemert , TU Delft
Jan van den Berg , TU Delft
Jeroen J. A. Keiren , TU Delft
Jeroen Keiren , TU Delft
Johan A. Pouwelse , TU Delft
Johan Pouwelse , TU Delft
Joost Broekens , TU Delft
Judith A. Redi , TU Delft
Judith Redi , TU Delft
Julián Urbano , TU Delft
Klaus Hildebrandt , TU Delft
Koen Langendoen , TU Delft
Koen V. Hindriks , TU Delft
Lodewyk F. A. Wessels , TU Delft
Léon J. M. Rothkrantz , TU Delft
M. Birna van Riemsdijk , TU Delft
Marcel J. T. Reinders , TU Delft
Marco Antonio Zúñiga Zamalloa , TU Delft
Marco Loog , TU Delft
Marco Zuniga , TU Delft
Mark A. Neerincx , TU Delft
Martha A. Larson , TU Delft
Martha Larson , TU Delft
Mathijs Michiel de Weerdt , TU Delft
Mathijs de Weerdt , TU Delft
Matthijs T. J. Spaan , TU Delft
N. H. G. Baken , TU Delft
Nava Tintarev , TU Delft
Nico Baken , TU Delft
Otto Visser , TU Delft
Pablo Cesar , TU Delft
Peter A. N. Bosman , TU Delft
Piet Van Mieghem , TU Delft
Przemyslaw Pawelczak , TU Delft
R. Venkatesha Prasad , TU Delft
Rafael Bidarra , TU Delft
Rangarao Venkatesha Prasad , TU Delft
Reginald L. Lagendijk , TU Delft
Remco Litjens , TU Delft
Rini van Solingen , TU Delft
Robbert Krebbers , TU Delft
Robert E. Kooij , TU Delft
Roeland C. H. J. van Ham Ham , TU Delft
Sebastian Erdweg , TU Delft
Sebastian Thore Erdweg , TU Delft
Sicco Verwer , TU Delft
Thomas Abeel , TU Delft
Willem-Paul Brinkman , TU Delft
Zekeriya Erkin , TU Delft
Zeki Erkin , TU Delft
Akash Kumar 0001 , TU Dresden
Alexander Schill , TU Dresden
Carsten Rother , TU Dresden
Christel Baier , TU Dresden
Christof Fetzer , TU Dresden
Franz Baader , TU Dresden
Gerhard Weber , TU Dresden
Heiko Vogler , TU Dresden
Hermann Haertig , TU Dresden
Hermann Härtig , TU Dresden
Horst Lazarek , TU Dresden
Horst Reichel , TU Dresden
Ivo F. Sbalzarini , TU Dresden
Jerónimo Castrillón , TU Dresden
Jerónimo Castrillón Mazo , TU Dresden
Klaus Kabitzsch , TU Dresden
Klaus Meißner , TU Dresden
Martin Wollschlaeger , TU Dresden
Martin Wollschläger , TU Dresden
Raimund Dachselt , TU Dresden
Rainer G. Spallek , TU Dresden
Rainer Groh , TU Dresden
Sebastian Rudolph , TU Dresden
Stefan Gumhold , TU Dresden
Steffen Friedrich , TU Dresden
Steffen Hölldobler , TU Dresden
Thorsten Strufe , TU Dresden
Uwe Assmann , TU Dresden
Uwe Aßmann , TU Dresden
Uwe Petersohn , TU Dresden
Wolfgang E. Nagel , TU Dresden
Wolfgang Lehner , TU Dresden
Alexander Serebrenik , TU Eindhoven
Andrei C. Jalba , TU Eindhoven
Andrei Jalba , TU Eindhoven
Anne Driemel , TU Eindhoven
Anton Wijs , TU Eindhoven
Bart M. P. Jansen , TU Eindhoven
Bas Luttik , TU Eindhoven
Bettina Speckmann , TU Eindhoven
Boris Skoric , TU Eindhoven
Boudewijn F. van Dongen , TU Eindhoven
Cornelis Huizing , TU Eindhoven
Dirk Fahland , TU Eindhoven
Erik P. de Vink , TU Eindhoven
George H. L. Fletcher , TU Eindhoven
H. M. M. van de Wetering , TU Eindhoven
Hans Zantema , TU Eindhoven
Herman J. Haverkort , TU Eindhoven
Huub van de Wetering , TU Eindhoven
Ignaz Rutter , TU Eindhoven
Ion Barosan , TU Eindhoven
J. I. den Hartog , TU Eindhoven
Jack van Wijk , TU Eindhoven
Jan Friso Groote , TU Eindhoven
Jarke J. van Wijk , TU Eindhoven
Jerry den Hartog , TU Eindhoven
Joaquin Vaschoren , TU Eindhoven
Johan J. Lukkien , TU Eindhoven
Johan Lukkien , TU Eindhoven
Joos C. A. M. Buijs , TU Eindhoven
Julien Schmaltz , TU Eindhoven
Kees Huizing , TU Eindhoven
Kevin Buchin , TU Eindhoven
Kevin Verbeek , TU Eindhoven
Loek Cleophas , TU Eindhoven
Loek G. Cleophas , TU Eindhoven
Luca Allodi , TU Eindhoven
M. G. J. van den Brand , TU Eindhoven
Mark G. J. van den Brand , TU Eindhoven
Mark de Berg , TU Eindhoven
Mark van den Brand , TU Eindhoven
Marwan Hassani , TU Eindhoven
Massimiliano de Leoni , TU Eindhoven
Michel Westenberg , TU Eindhoven
Mike Holenderski , TU Eindhoven
Mykola Pechenizkiy , TU Eindhoven
Natalia Sidorova , TU Eindhoven
Nicola Zannone , TU Eindhoven
Nikolay Yakovets , TU Eindhoven
Paul De Bra , TU Eindhoven
Pieter J. L. Cuijpers , TU Eindhoven
Reinder J. Bril , TU Eindhoven
Renata Medeiros de Carvalho , TU Eindhoven
Rudolf H. Mak , TU Eindhoven
Ruurd Kuiper , TU Eindhoven
S. P. Luttik , TU Eindhoven
Sandro Etalle , TU Eindhoven
Tanir Ozcelebi , TU Eindhoven
Tanir Özçelebi , TU Eindhoven
Tim A. C. Willemse , TU Eindhoven
Tom Verhoeff , TU Eindhoven
Vlado Menkovski , TU Eindhoven
Wil M. P. van der Aalst , TU Eindhoven
Wouter Duivesteijn , TU Eindhoven
Wouter Meulemans , TU Eindhoven
Alexander Kemper , TU Munich
Alexander Pretschner , TU Munich
Alfons Kemper , TU Munich
Alin Albu-Schäffer , TU Munich
Alin Olimpiu Albu-Schäffer , TU Munich
Alois C. Knoll , TU Munich
Alois Knoll , TU Munich
Anne Brüggemann-Klein , TU Munich
Arndt Bode , TU Munich
August-Wilhelm Scheer , TU Munich
Bernd Bruegge , TU Munich
Bernd Brügge , TU Munich
Bjoern H. Menze , TU Munich
Bjoern Holger Menze , TU Munich
Burkhard Rost , TU Munich
Carsten Steger , TU Munich
Claudia Eckert , TU Munich
Daniel Cremers , TU Munich
Darius Burschka , TU Munich
Ernst Denert , TU Munich
Felix Brandt , TU Munich
Florian Matthes , TU Munich
Georg Carle , TU Munich
Georg Klinker , TU Munich
Gerd Hirzinger , TU Munich
Gerhard Hirzinger , TU Munich
Hans Michael Gerndt , TU Munich
Hans-Joachim Bungartz , TU Munich
Harald Räcke , TU Munich
Heinz Schwärtzel , TU Munich
Helmut Krcmar , TU Munich
Helmut Seidl , TU Munich
Jan Kretínský , TU Munich
Jorge Curiel-Esparza , TU Munich
Julien Gagneur , TU Munich
Jörg Ott , TU Munich
Karl-Rudolf Moll , TU Munich
Martin Bichler , TU Munich
Matthias Althoff , TU Munich
Michael Bader , TU Munich
Michael Gerndt , TU Munich
Nassir Navab , TU Munich
Nils Thuerey , TU Munich
Nils Thürey , TU Munich
P. Patrick van der Smagt , TU Munich
Patrick van der Smagt , TU Munich
Peter Hubwieser , TU Munich
Peter Struss , TU Munich
Rainer Westermann , TU Munich
Susanne Albers , TU Munich
Thomas A. Runkler , TU Munich
Thomas Huckle , TU Munich
Thomas K. Huckle , TU Munich
Thomas Neumann 0001 , TU Munich
Tobias Nipkow , TU Munich
Uwe Baumgarten , TU Munich
Walter Alexander Pretschner , TU Munich
Adrian Segall , Technion - Israel Institute of Technology
Alexander M. Bronstein , Technion - Israel Institute of Technology
Alfred M. Bruckstein , Technion - Israel Institute of Technology
Ariel Orda , Technion - Israel Institute of Technology
Assaf Schuster , Technion - Israel Institute of Technology
Avinoam Kolodny , Technion - Israel Institute of Technology
Ayellet Tal , Technion - Israel Institute of Technology
Benny Kimelfeld , Technion - Israel Institute of Technology
Chagit Attiya , Technion - Israel Institute of Technology
Craig Gotsman , Technion - Israel Institute of Technology
Dan Geiger , Technion - Israel Institute of Technology
Dan Tsafrir , Technion - Israel Institute of Technology
Danny Raz , Technion - Israel Institute of Technology
David Malah , Technion - Israel Institute of Technology
Ehud Rivlin , Technion - Israel Institute of Technology
Eitan Yaakobi , Technion - Israel Institute of Technology
Eldar Fischer , Technion - Israel Institute of Technology
Eli Ben-Sasson , Technion - Israel Institute of Technology
Eli Biham , Technion - Israel Institute of Technology
Eran Yahav , Technion - Israel Institute of Technology
Erez Petrank , Technion - Israel Institute of Technology
Eyal Kushilevitz , Technion - Israel Institute of Technology
Gershon Elber , Technion - Israel Institute of Technology
Gill Barequet , Technion - Israel Institute of Technology
Hadas Shachnai , Technion - Israel Institute of Technology
Hagit Attiya , Technion - Israel Institute of Technology
Idit Keidar , Technion - Israel Institute of Technology
Ido Tal , Technion - Israel Institute of Technology
Ilan Reuven Cohen , Technion - Israel Institute of Technology
Irad Yavneh , Technion - Israel Institute of Technology
Isaac Keslassy , Technion - Israel Institute of Technology
Israel Cidon , Technion - Israel Institute of Technology
Janos Makowsky , Technion - Israel Institute of Technology
Johann A. Makowsky , Technion - Israel Institute of Technology
Johann Makowsky , Technion - Israel Institute of Technology
Joseph Gil , Technion - Israel Institute of Technology
Joseph Naor , Technion - Israel Institute of Technology
Joseph Yossi Gil , Technion - Israel Institute of Technology
Keren Censor , Technion - Israel Institute of Technology
Keren Censor-Hillel , Technion - Israel Institute of Technology
Koby Crammer , Technion - Israel Institute of Technology
Lihi Zelnik-Manor , Technion - Israel Institute of Technology
Marius Ungarish , Technion - Israel Institute of Technology
Mark Silberstein , Technion - Israel Institute of Technology
Michael Elad , Technion - Israel Institute of Technology
Michael Kaminski , Technion - Israel Institute of Technology
Michael Lindenbaum , Technion - Israel Institute of Technology
Mirela Ben-Chen , Technion - Israel Institute of Technology
Moshe Sidi , Technion - Israel Institute of Technology
Nader H. Bshouty , Technion - Israel Institute of Technology
Neri Merhav , Technion - Israel Institute of Technology
Nir Ailon , Technion - Israel Institute of Technology
Oded Shmueli , Technion - Israel Institute of Technology
Orna Grumberg , Technion - Israel Institute of Technology
Ran El Yaniv , Technion - Israel Institute of Technology
Ran El-Yaniv , Technion - Israel Institute of Technology
Reuven Bar-Yehuda , Technion - Israel Institute of Technology
Reuven Cohen , Technion - Israel Institute of Technology
Ron Kimmel , Technion - Israel Institute of Technology
Ron M. Roth , Technion - Israel Institute of Technology
Ron Y. Pinter , Technion - Israel Institute of Technology
Roy Friedman , Technion - Israel Institute of Technology
Roy Schwartz , Technion - Israel Institute of Technology
Seffi Naor , Technion - Israel Institute of Technology
Shahar Kvatinsky , Technion - Israel Institute of Technology
Shaul Markovitch , Technion - Israel Institute of Technology
Shie Mannor , Technion - Israel Institute of Technology
Shmuel Zaks , Technion - Israel Institute of Technology
Tal Mor , Technion - Israel Institute of Technology
Tomer Shlomi , Technion - Israel Institute of Technology
Tuvi Etzion , Technion - Israel Institute of Technology
Uri C. Weiser , Technion - Israel Institute of Technology
Uri Weiser , Technion - Israel Institute of Technology
Yitzhak (Tsahi) Birk , Technion - Israel Institute of Technology
Yitzhak Birk , Technion - Israel Institute of Technology
Yoav Etsion , Technion - Israel Institute of Technology
Yoav Y. Schechner , Technion - Israel Institute of Technology
Yoram Moses , Technion - Israel Institute of Technology
Yossi Gil , Technion - Israel Institute of Technology
Yuval Filmus , Technion - Israel Institute of Technology
Yuval Ishai , Technion - Israel Institute of Technology
Adam Morrison , Tel Aviv University
Alexander Moshe Rabinovich , Tel Aviv University
Alexander Rabinovich , Tel Aviv University
Alon Nilli , Tel Aviv University
Amir Averbuch , Tel Aviv University
Amir Globerson , Tel Aviv University
Amir Shpilka , Tel Aviv University
Amiram Yehudai , Tel Aviv University
Amnon Ta-Shma , Tel Aviv University
Amos Fiat , Tel Aviv University
Arnon Avron , Tel Aviv University
Benny Chor , Tel Aviv University
Boris A. Trakhtenbrot , Tel Aviv University
Dan Halperin , Tel Aviv University
Daniel Cohen-Or , Tel Aviv University
Daniel Deutch , Tel Aviv University
Eran Tromer , Tel Aviv University
Haim J. Wolfson , Tel Aviv University
Haim Kaplan , Tel Aviv University
Hanoch Levy , Tel Aviv University
Hezy Yeshurun , Tel Aviv University
Iftach Haitner , Tel Aviv University
Jonathan Berant , Tel Aviv University
Lior Wolf , Tel Aviv University
Micha Sharir , Tel Aviv University
Michael Tarsi , Tel Aviv University
Michal Feldman , Tel Aviv University
Mooly Sagiv , Tel Aviv University
Muli Safra , Tel Aviv University
Nachum Dershowitz , Tel Aviv University
Nathan Intrator , Tel Aviv University
Nir Bitansky , Tel Aviv University
Noam Rinetzky , Tel Aviv University
Noga Alon , Tel Aviv University
Ori Lahav , Tel Aviv University
Roded Sharan , Tel Aviv University
Ron Shamir , Tel Aviv University
Rotem Oshman , Tel Aviv University
Shahar Maoz , Tel Aviv University
Sharon Shoham , Tel Aviv University
Shiri Chechik , Tel Aviv University
Shmuel Safra , Tel Aviv University
Shmuel Sagiv , Tel Aviv University
Sivan Toledo , Tel Aviv University
Tova Milo , Tel Aviv University
Uri Zwick , Tel Aviv University
Yehezkel Yeshurun , Tel Aviv University
Yehuda Afek , Tel Aviv University
Yishay Mansour , Tel Aviv University
Yossi Azar , Tel Aviv University
Yossi Matias , Tel Aviv University
Anduo Wang , Temple University
Bo Ji , Temple University
Chiu Chiang Tan , Temple University
Eduard C. Dragut , Temple University
Eduard Constantin Dragut , Temple University
Haibin Ling , Temple University
Jamie Payton , Temple University
Jie Wu 0001 , Temple University
Justin Y. Shi , Temple University
Kai Zhang 0001 , Temple University
Krishna Kant , Temple University
Longin Jan Latecki , Temple University
Qiang Zeng 0001 , Temple University
Richard Beigel , Temple University
Richard Souvenir , Temple University
Slobodan Vucetic , Temple University
Xiaojiang Du , Temple University
Xubin He , Temple University
Zoran Obradovic , Temple University
Andreas Klappenecker , Texas A&M University
Andruid Kerne , Texas A&M University
Anxiao Andrew Jiang , Texas A&M University
Anxiao Jiang , Texas A&M University
Bruce Gooch , Texas A&M University
D. M. H. Walker , Texas A&M University
Daniel A. Jiménez , Texas A&M University
Daniel W. Goldberg , Texas A&M University
Dezhen Song , Texas A&M University
Dilma Da Silva , Texas A&M University
Dilma M. Da Silva , Texas A&M University
Dmitri Loguinov , Texas A&M University
Duncan M. Hank Walker , Texas A&M University
Dylan A. Shell , Texas A&M University
Dylan Shell , Texas A&M University
Ergun Akleman , Texas A&M University
Eun Jung Kim 0001 , Texas A&M University
Frank M. Shipman III , Texas A&M University
Frank Shipman , Texas A&M University
Guofei Gu , Texas A&M University
J. Maurice Rojas , Texas A&M University
James Caverlee , Texas A&M University
Jeff Huang 0001 , Texas A&M University
Jennifer L. Welch , Texas A&M University
Jianer Chen , Texas A&M University
Jinxiang Chai , Texas A&M University
John Keyser , Texas A&M University
Jyh-Charn Liu , Texas A&M University
Lawrence Rauchwerger , Texas A&M University
Maurice Rojas , Texas A&M University
Nancy M. Amato , Texas A&M University
Rabi N. Mahapatra , Texas A&M University
Radu Stoleru , Texas A&M University
Ricardo Gutierrez-Osuna , Texas A&M University
Riccardo Bettati , Texas A&M University
Richard Furuta , Texas A&M University
